respondent_id,sex,age,age_10,age_5,job_group,job,area,area_group,area_capital,SQ3_에스프레소,SQ3_아메리카노,SQ3_카페라떼,SQ3_카푸치노,SQ3_콜드브루,SQ3_콜드브루라떼,SQ3_드립핸드드립,SQ3_달콤한커피류,SQ3_얼음갈린커피,SQ3_기본티,SQ3_달콤한티,SQ3_과일티에이드,SQ3_얼음갈린티,SQ3_스무디쉐이크,SQ3_주스에이드,SQ4_1순위,SQ4_2순위,SQ4_3순위,visit_스타벅스,스타벅스_Q9_에스프레소베이스,스타벅스_Q9_우유베이스커피,스타벅스_Q9_아이스크림커피,스타벅스_Q9_우유베이스티,스타벅스_Q9_티차류,스타벅스_Q9_스무디프라페,스타벅스_Q9_주스에이드,스타벅스_Q8_평일아침,스타벅스_Q8_평일오전,스타벅스_Q8_평일점심,스타벅스_Q8_평일오후,스타벅스_Q8_평일저녁,스타벅스_Q8_평일밤,스타벅스_Q8_주말아침,스타벅스_Q8_주말오전,스타벅스_Q8_주말점심,스타벅스_Q8_주말오후,스타벅스_Q8_주말저녁,스타벅스_Q8_주말밤,visit_투썸플레이스,투썸플레이스_Q9_에스프레소베이스,투썸플레이스_Q9_우유베이스커피,투썸플레이스_Q9_아이스크림커피,투썸플레이스_Q9_우유베이스티,투썸플레이스_Q9_티차류,투썸플레이스_Q9_스무디프라페,투썸플레이스_Q9_주스에이드,투썸플레이스_Q8_평일아침,투썸플레이스_Q8_평일오전,투썸플레이스_Q8_평일점심,투썸플레이스_Q8_평일오후,투썸플레이스_Q8_평일저녁,투썸플레이스_Q8_평일밤,투썸플레이스_Q8_주말아침,투썸플레이스_Q8_주말오전,투썸플레이스_Q8_주말점심,투썸플레이스_Q8_주말오후,투썸플레이스_Q8_주말저녁,투썸플레이스_Q8_주말밤,visit_이디야,이디야_Q9_에스프레소베이스,이디야_Q9_우유베이스커피,이디야_Q9_아이스크림커피,이디야_Q9_우유베이스티,이디야_Q9_티차류,이디야_Q9_스무디프라페,이디야_Q9_주스에이드,이디야_Q8_평일아침,이디야_Q8_평일오전,이디야_Q8_평일점심,이디야_Q8_평일오후,이디야_Q8_평일저녁,이디야_Q8_평일밤,이디야_Q8_주말아침,이디야_Q8_주말오전,이디야_Q8_주말점심,이디야_Q8_주말오후,이디야_Q8_주말저녁,이디야_Q8_주말밤,visit_메가커피,메가커피_Q9_에스프레소베이스,메가커피_Q9_우유베이스커피,메가커피_Q9_아이스크림커피,메가커피_Q9_우유베이스티,메가커피_Q9_티차류,메가커피_Q9_스무디프라페,메가커피_Q9_주스에이드,메가커피_Q8_평일아침,메가커피_Q8_평일오전,메가커피_Q8_평일점심,메가커피_Q8_평일오후,메가커피_Q8_평일저녁,메가커피_Q8_평일밤,메가커피_Q8_주말아침,메가커피_Q8_주말오전,메가커피_Q8_주말점심,메가커피_Q8_주말오후,메가커피_Q8_주말저녁,메가커피_Q8_주말밤,visit_컴포즈커피,컴포즈커피_Q9_에스프레소베이스,컴포즈커피_Q9_우유베이스커피,컴포즈커피_Q9_아이스크림커피,컴포즈커피_Q9_우유베이스티,컴포즈커피_Q9_티차류,컴포즈커피_Q9_스무디프라페,컴포즈커피_Q9_주스에이드,컴포즈커피_Q8_평일아침,컴포즈커피_Q8_평일오전,컴포즈커피_Q8_평일점심,컴포즈커피_Q8_평일오후,컴포즈커피_Q8_평일저녁,컴포즈커피_Q8_평일밤,컴포즈커피_Q8_주말아침,컴포즈커피_Q8_주말오전,컴포즈커피_Q8_주말점심,컴포즈커피_Q8_주말오후,컴포즈커피_Q8_주말저녁,컴포즈커피_Q8_주말밤,visit_뺵다방,뺵다방_Q9_에스프레소베이스,뺵다방_Q9_우유베이스커피,뺵다방_Q9_아이스크림커피,뺵다방_Q9_우유베이스티,뺵다방_Q9_티차류,뺵다방_Q9_스무디프라페,뺵다방_Q9_주스에이드,뺵다방_Q8_평일아침,뺵다방_Q8_평일오전,뺵다방_Q8_평일점심,뺵다방_Q8_평일오후,뺵다방_Q8_평일저녁,뺵다방_Q8_평일밤,뺵다방_Q8_주말아침,뺵다방_Q8_주말오전,뺵다방_Q8_주말점심,뺵다방_Q8_주말오후,뺵다방_Q8_주말저녁,뺵다방_Q8_주말밤
R0258,여,56,50대,55~59,직장인,자유/전문직,서울,서울,수도권,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,기본티,주스에이드,,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0259,여,56,50대,55~59,전업주부,전업주부,광주,5대광역시,비수도권,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,아메리카노,기본티,과일티에이드,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0260,여,29,20대,25~29,직장인,사무/기술직,서울,서울,수도권,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,아메리카노,과일티에이드,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0261,여,37,30대,35~39,직장인,자유/전문직,충남,기타지역,비수도권,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,아메리카노,,,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0262,남,24,20대,20~24,대학(원)생,대학생,울산,5대광역시,비수도권,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0263,남,56,50대,55~59,직장인,사무/기술직,서울,서울,수도권,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,얼음갈린커피,스무디쉐이크,,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0264,여,48,40대,45~49,직장인,사무/기술직,전북,기타지역,비수도권,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,달콤한커피류,기본티,아메리카노,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0265,여,41,40대,40~44,대학(원)생,대학생,대전,5대광역시,비수도권,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,스무디쉐이크,카페라떼,아메리카노,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0266,여,44,40대,40~44,직장인,경영/관리직,부산,5대광역시,비수도권,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,아메리카노,카페라떼,주스에이드,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0267,여,36,30대,35~39,대학(원)생,대학생,광주,5대광역시,비수도권,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,아메리카노,과일티에이드,스무디쉐이크,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0268,남,48,40대,45~49,직장인,사무/기술직,경남,기타지역,비수도권,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,아메리카노,스무디쉐이크,드립핸드드립,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0269,남,51,50대,50~54,직장인,사무/기술직,서울,서울,수도권,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,콜드브루,얼음갈린티,주스에이드,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0270,여,55,50대,55~59,대학(원)생,대학생,대전,5대광역시,비수도권,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,아메리카노,달콤한커피류,콜드브루라떼,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0271,여,36,30대,35~39,전업주부,전업주부,광주,5대광역시,비수도권,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,아메리카노,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0272,남,51,50대,50~54,직장인,사무/기술직,경북,기타지역,비수도권,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,아메리카노,스무디쉐이크,카푸치노,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0273,남,20,20대,20~24,직장인,자유/전문직,서울,서울,수도권,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,카페라떼,콜드브루,카푸치노,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0274,여,27,20대,25~29,전업주부,전업주부,경기,서울외수도권,수도권,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,달콤한티,달콤한커피류,주스에이드,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0275,남,27,20대,25~29,직장인,사무/기술직,경기,서울외수도권,수도권,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0276,남,39,30대,35~39,직장인,자유/전문직,부산,5대광역시,비수도권,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,얼음갈린티,과일티에이드,주스에이드,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0277,남,35,30대,35~39,직장인,사무/기술직,경남,기타지역,비수도권,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,에스프레소,아메리카노,달콤한티,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0278,남,39,30대,35~39,직장인,자영업,서울,서울,수도권,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,에스프레소,아메리카노,과일티에이드,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0279,남,45,40대,45~49,직장인,사무/기술직,경남,기타지역,비수도권,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0280,여,39,30대,35~39,기타직업,기타,세종,기타지역,비수도권,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,주스에이드,드립핸드드립,콜드브루라떼,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0281,여,30,30대,30~34,직장인,사무/기술직,경기,서울외수도권,수도권,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,달콤한커피류,스무디쉐이크,에스프레소,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0282,남,38,30대,35~39,직장인,판매/영업 서비스직,경기,서울외수도권,수도권,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,아메리카노,과일티에이드,달콤한커피류,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0283,남,57,50대,55~59,전업주부,전업주부,서울,서울,수도권,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,아메리카노,얼음갈린커피,카푸치노,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0284,여,57,50대,55~59,직장인,자유/전문직,대구,5대광역시,비수도권,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,아메리카노,기본티,과일티에이드,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0285,여,41,40대,40~44,직장인,사무/기술직,인천,서울외수도권,수도권,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,과일티에이드,아메리카노,달콤한커피류,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0286,남,20,20대,20~24,대학(원)생,대학생,서울,서울,수도권,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,주스에이드,아메리카노,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
R0287,여,44,40대,40~44,직장인,사무/기술직,부산,5대광역시,비수도권,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,콜드브루,달콤한티,에스프레소,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0288,여,39,30대,35~39,대학(원)생,대학생,부산,5대광역시,비수도권,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,달콤한커피류,아메리카노,기본티,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0289,남,20,20대,20~24,직장인,경영/관리직,부산,5대광역시,비수도권,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,아메리카노,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R0290,여,44,40대,40~44,직장인,자영업,경기,서울외수도권,수도권,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,카페라떼,아메리카노,기본티,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
R0291,남,23,20대,20~24,직장인,사무/기술직,서울,서울,수도권,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,주스에이드,아메리카노,과일티에이드,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,
