user_id,gender,age,age_band,age_5,job,area,reg_date
U0488,남,41,40대,40~44,무직,서울,2024-03-10
U1485,여,42,40대,40~44,대학생,경남,2023-03-03
U1082,여,24,20대,20~24,사무/기술직,충북,2023-12-18
U0643,남,48,40대,45~49,사무/기술직,경기,2023-12-16
U1345,여,35,30대,35~39,자유/전문직,부산,2024-03-23
U0290,남,31,30대,30~34,판매/영업,경기,2024-08-03
U1192,여,27,20대,25~29,전업주부,대구,2024-03-23
U1607,여,46,40대,45~49,사무/기술직,경북,2024-04-09
U1472,여,43,40대,40~44,무직,서울,2023-05-21
U1640,여,45,40대,45~49,사무/기술직,서울,2023-04-30
U1717,여,53,50대,50~54,판매/영업,부산,2024-11-25
U1264,여,34,30대,30~34,대학생,서울,2024-11-06
U0255,남,34,30대,30~34,대학생,경기,2023-11-01
U0079,남,22,20대,20~24,사무/기술직,서울,2024-07-03
U0468,남,41,40대,40~44,전업주부,경기,2023-10-05
U0603,남,46,40대,45~49,전업주부,경기,2024-10-16
U0866,남,50,50대,50~54,사무/기술직,대구,2023-06-28
U1865,여,59,50대,55~59,자영업,인천,2024-11-04
U0987,남,55,50대,55~59,기능/작업직,서울,2023-02-21
U0107,남,27,20대,25~29,사무/기술직,경남,2023-03-28
U0401,남,36,30대,35~39,경영/관리직,경기,2024-03-13
U1924,여,56,50대,55~59,기능/작업직,경기,2024-07-21
U1482,여,42,40대,40~44,판매/영업,서울,2023-05-13
U1783,여,51,50대,50~54,자영업,서울,2023-01-27
U0720,남,49,40대,45~49,자유/전문직,경기,2024-02-29
U1478,여,41,40대,40~44,사무/기술직,경기,2024-06-08
U1340,여,38,30대,35~39,사무/기술직,경기,2024-10-20
U0688,남,47,40대,45~49,자유/전문직,대구,2023-12-29
U0540,남,41,40대,40~44,사무/기술직,경기,2024-02-01
U0826,남,53,50대,50~54,기능/작업직,부산,2024-08-20
U0886,남,59,50대,55~59,판매/영업,경기,2024-10-14
U1361,여,36,30대,35~39,전업주부,대구,2024-06-08
U1856,여,57,50대,55~59,자영업,대전,2024-08-04
U0293,남,31,30대,30~34,전업주부,부산,2024-08-26
U1556,여,40,40대,40~44,무직,울산,2023-05-14
U0837,남,51,50대,50~54,사무/기술직,충북,2024-04-16
U1685,여,48,40대,45~49,자유/전문직,경기,2023-06-16
U0261,남,30,30대,30~34,전업주부,충남,2023-01-15
U0128,남,29,20대,25~29,자유/전문직,대구,2024-01-11
U1360,여,39,30대,35~39,자유/전문직,경기,2023-12-08
U0820,남,53,50대,50~54,자유/전문직,서울,2023-09-27
U1565,여,40,40대,40~44,사무/기술직,경기,2023-10-01
U1754,여,53,50대,50~54,자영업,경기,2024-10-16
U1380,여,38,30대,35~39,전업주부,대구,2024-01-09
U1577,여,45,40대,45~49,사무/기술직,경북,2024-11-15
U0763,남,52,50대,50~54,사무/기술직,충남,2024-08-11
U1881,여,57,50대,55~59,기능/작업직,경기,2023-08-18
U0933,남,56,50대,55~59,사무/기술직,경남,2023-05-05
U1182,여,29,20대,25~29,기타,대구,2023-02-18
U1408,여,39,30대,35~39,자유/전문직,서울,2024-08-27
U0626,남,48,40대,45~49,사무/기술직,서울,2023-11-18
U0155,남,25,20대,25~29,자영업,서울,2024-01-12
U1109,여,25,20대,25~29,사무/기술직,서울,2024-07-18
U1404,여,36,30대,35~39,전업주부,경남,2024-11-15
U1341,여,37,30대,35~39,전업주부,부산,2023-11-02
U0684,남,45,40대,45~49,전업주부,경기,2024-11-28
U0785,남,50,50대,50~54,사무/기술직,경기,2024-07-16
U0962,남,56,50대,55~59,무직,경기,2024-07-28
U1277,여,30,30대,30~34,자유/전문직,울산,2024-06-30
U1138,여,27,20대,25~29,기타,대구,2023-06-18
U0437,남,37,30대,35~39,대학생,경기,2023-12-29
U0523,남,43,40대,40~44,대학생,경기,2024-02-19
U0017,남,24,20대,20~24,판매/영업,경기,2024-09-24
U1839,여,54,50대,50~54,사무/기술직,경북,2023-01-22
U1975,여,58,50대,55~59,판매/영업,광주,2024-01-09
U0654,남,46,40대,45~49,대학생,서울,2023-10-04
U1593,여,45,40대,45~49,사무/기술직,대구,2023-03-21
U0032,남,22,20대,20~24,전업주부,서울,2023-02-11
U0296,남,32,30대,30~34,경영/관리직,강원,2024-05-25
U0895,남,59,50대,55~59,기능/작업직,서울,2023-02-20
U0857,남,52,50대,50~54,사무/기술직,인천,2024-04-21
U0318,남,34,30대,30~34,무직,부산,2024-05-01
U1364,여,37,30대,35~39,대학생,경기,2024-03-20
U0522,남,44,40대,40~44,기타,서울,2024-05-19
U0546,남,41,40대,40~44,자유/전문직,서울,2023-11-16
U0131,남,25,20대,25~29,자유/전문직,경기,2024-07-19
U1426,여,35,30대,35~39,자영업,경기,2024-06-08
U0108,남,27,20대,25~29,사무/기술직,경기,2024-02-21
U1939,여,59,50대,55~59,기능/작업직,대구,2024-05-08
U1529,여,42,40대,40~44,판매/영업,대전,2023-06-17
U0526,남,42,40대,40~44,판매/영업,경북,2023-04-22
U1190,여,27,20대,25~29,사무/기술직,울산,2024-01-04
U1618,여,45,40대,45~49,사무/기술직,서울,2024-09-26
U0006,남,21,20대,20~24,판매/영업,전남,2023-06-13
U1919,여,57,50대,55~59,자영업,경남,2023-03-25
U1166,여,29,20대,25~29,전업주부,충북,2023-06-19
U0194,남,29,20대,25~29,전업주부,부산,2024-04-04
U1583,여,48,40대,45~49,자유/전문직,울산,2023-02-25
U0508,남,44,40대,40~44,판매/영업,부산,2024-03-01
U0072,남,22,20대,20~24,전업주부,경기,2024-07-25
U0033,남,20,20대,20~24,사무/기술직,경남,2023-07-31
U1922,여,55,50대,55~59,기능/작업직,인천,2023-10-06
U0225,남,30,30대,30~34,사무/기술직,서울,2023-10-20
U1770,여,53,50대,50~54,자유/전문직,경기,2024-08-21
U0148,남,25,20대,25~29,사무/기술직,인천,2024-02-05
U0221,남,33,30대,30~34,사무/기술직,경북,2023-02-26
U1627,여,48,40대,45~49,기능/작업직,서울,2023-01-29
U1615,여,45,40대,45~49,대학생,광주,2023-08-05
U0695,남,49,40대,45~49,대학생,경기,2024-09-17
U1797,여,52,50대,50~54,경영/관리직,경북,2024-08-01
U0158,남,27,20대,25~29,자영업,경기,2024-04-16
U0700,남,47,40대,45~49,사무/기술직,경기,2023-02-19
U0981,남,59,50대,55~59,자유/전문직,경기,2024-11-05
U1344,여,37,30대,35~39,대학생,부산,2023-06-02
U1638,여,49,40대,45~49,경영/관리직,대구,2023-04-06
U0979,남,57,50대,55~59,사무/기술직,서울,2024-07-01
U0640,남,45,40대,45~49,판매/영업,경기,2023-09-18
U0994,남,57,50대,55~59,사무/기술직,서울,2023-11-05
U1365,여,35,30대,35~39,사무/기술직,서울,2024-10-24
U0311,남,30,30대,30~34,사무/기술직,경기,2023-11-26
U1796,여,54,50대,50~54,기타,서울,2023-10-31
U0374,남,35,30대,35~39,판매/영업,전남,2024-03-12
U1947,여,57,50대,55~59,사무/기술직,경남,2023-02-11
U0477,남,41,40대,40~44,사무/기술직,경남,2023-04-28
U0449,남,37,30대,35~39,사무/기술직,부산,2023-06-29
U1133,여,26,20대,25~29,자영업,충북,2023-03-12
U1334,여,31,30대,30~34,기타,경남,2024-11-20
U0456,남,40,40대,40~44,사무/기술직,서울,2023-04-27
U0016,남,23,20대,20~24,기타,경북,2024-06-19
U0804,남,52,50대,50~54,자유/전문직,경기,2024-02-13
U0138,남,27,20대,25~29,자유/전문직,경기,2024-04-09
U1678,여,46,40대,45~49,사무/기술직,부산,2023-04-09
U1011,남,55,50대,55~59,자유/전문직,서울,2023-12-17
U0393,남,37,30대,35~39,기능/작업직,대구,2024-05-03
U1439,여,38,30대,35~39,기능/작업직,서울,2023-01-02
U1938,여,57,50대,55~59,자유/전문직,서울,2024-06-05
U0074,남,20,20대,20~24,사무/기술직,전북,2023-08-14
U1680,여,45,40대,45~49,사무/기술직,서울,2024-10-21
U1699,여,49,40대,45~49,전업주부,인천,2023-06-02
U0589,남,48,40대,45~49,사무/기술직,경기,2024-04-27
U1252,여,30,30대,30~34,자유/전문직,충남,2024-05-02
U1653,여,47,40대,45~49,대학생,경기,2023-05-06
U0308,남,31,30대,30~34,대학생,서울,2024-07-08
U0461,남,41,40대,40~44,자영업,경기,2024-04-14
U0507,남,40,40대,40~44,사무/기술직,전남,2024-10-05
U0063,남,23,20대,20~24,판매/영업,경기,2023-11-26
U0383,남,35,30대,35~39,사무/기술직,서울,2023-08-20
U1617,여,49,40대,45~49,사무/기술직,서울,2024-11-21
U1066,여,23,20대,20~24,무직,경기,2024-06-06
U1160,여,29,20대,25~29,기능/작업직,경기,2023-10-19
U0055,남,20,20대,20~24,대학생,서울,2023-07-06
U0504,남,42,40대,40~44,자유/전문직,인천,2023-06-11
U1825,여,53,50대,50~54,사무/기술직,경기,2023-03-15
U1952,여,57,50대,55~59,사무/기술직,대구,2024-03-29
U1062,여,21,20대,20~24,사무/기술직,경기,2024-10-30
U0928,남,59,50대,55~59,자유/전문직,서울,2023-04-14
U0737,남,52,50대,50~54,기타,서울,2023-10-20
U1543,여,44,40대,40~44,사무/기술직,서울,2023-12-06
U1302,여,30,30대,30~34,경영/관리직,부산,2023-06-22
U1960,여,57,50대,55~59,대학생,경남,2024-08-06
U1923,여,56,50대,55~59,자유/전문직,경기,2023-07-09
U1155,여,29,20대,25~29,사무/기술직,서울,2023-01-17
U1016,남,58,50대,55~59,사무/기술직,서울,2024-03-09
U0564,남,40,40대,40~44,자유/전문직,부산,2024-02-18
U1371,여,39,30대,35~39,무직,서울,2023-12-09
U0646,남,48,40대,45~49,무직,서울,2024-06-25
U1094,여,22,20대,20~24,전업주부,경기,2024-02-26
U1335,여,31,30대,30~34,사무/기술직,경기,2023-06-27
U1015,남,59,50대,55~59,대학생,충남,2023-06-05
U0984,남,58,50대,55~59,자영업,대전,2023-02-05
U1886,여,55,50대,55~59,경영/관리직,대구,2023-08-17
U1694,여,47,40대,45~49,판매/영업,전남,2024-05-15
U0337,남,34,30대,30~34,자유/전문직,경기,2024-08-08
U0018,남,22,20대,20~24,사무/기술직,경기,2023-09-25
U1972,여,56,50대,55~59,자영업,경북,2024-06-19
U0842,남,54,50대,50~54,경영/관리직,강원,2023-02-04
U1221,여,31,30대,30~34,사무/기술직,경기,2023-04-18
U1566,여,40,40대,40~44,사무/기술직,부산,2023-10-29
U1019,남,55,50대,55~59,전업주부,강원,2024-04-16
U1629,여,49,40대,45~49,전업주부,대구,2023-02-10
U0396,남,37,30대,35~39,판매/영업,인천,2023-08-06
U1785,여,50,50대,50~54,자유/전문직,대구,2024-02-08
U0713,남,45,40대,45~49,경영/관리직,서울,2024-02-05
U1220,여,31,30대,30~34,자유/전문직,서울,2024-04-28
U0566,남,41,40대,40~44,기능/작업직,경북,2024-06-29
U0444,남,36,30대,35~39,자유/전문직,전북,2024-08-17
U1091,여,22,20대,20~24,기타,대구,2023-09-13
U0985,남,56,50대,55~59,대학생,강원,2024-01-23
U0036,남,24,20대,20~24,사무/기술직,제주,2023-08-09
U1937,여,58,50대,55~59,사무/기술직,부산,2024-07-21
U1162,여,28,20대,25~29,무직,대구,2023-07-08
U0707,남,49,40대,45~49,대학생,충북,2023-04-18
U1084,여,22,20대,20~24,농업,부산,2024-11-22
U0516,남,41,40대,40~44,자영업,경기,2023-08-26
U1514,여,41,40대,40~44,사무/기술직,전북,2023-04-04
U1746,여,51,50대,50~54,사무/기술직,대전,2023-01-24
U1135,여,25,20대,25~29,경영/관리직,서울,2024-11-25
U1959,여,55,50대,55~59,경영/관리직,서울,2023-12-10
U1555,여,44,40대,40~44,사무/기술직,서울,2023-06-08
U1780,여,52,50대,50~54,기타,서울,2023-06-15
U1115,여,25,20대,25~29,사무/기술직,경기,2023-01-24
U1956,여,58,50대,55~59,자영업,서울,2024-08-14
U0951,남,56,50대,55~59,자유/전문직,경기,2024-09-18
U0415,남,39,30대,35~39,자유/전문직,서울,2024-02-13
U0391,남,39,30대,35~39,판매/영업,경기,2024-02-24
U1520,여,40,40대,40~44,기능/작업직,광주,2024-02-29
U0936,남,59,50대,55~59,대학원생,광주,2024-03-27
U0282,남,34,30대,30~34,자유/전문직,세종,2024-07-22
U0869,남,53,50대,50~54,자영업,전북,2024-10-29
U1293,여,32,30대,30~34,기타,강원,2024-09-14
U0372,남,36,30대,35~39,사무/기술직,경기,2023-06-30
U0219,남,34,30대,30~34,전업주부,서울,2023-11-30
U0209,남,32,30대,30~34,사무/기술직,서울,2023-07-09
U1533,여,41,40대,40~44,사무/기술직,경기,2023-11-03
U1194,여,29,20대,25~29,대학생,서울,2023-07-01
U0243,남,32,30대,30~34,자영업,경기,2024-11-12
U0489,남,44,40대,40~44,사무/기술직,부산,2024-11-15
U0716,남,48,40대,45~49,경영/관리직,광주,2024-08-15
U1326,여,34,30대,30~34,자유/전문직,경기,2024-01-11
U1010,남,55,50대,55~59,판매/영업,서울,2024-08-21
U1337,여,39,30대,35~39,판매/영업,서울,2024-06-13
U1216,여,28,20대,25~29,사무/기술직,충남,2024-05-11
U1108,여,24,20대,20~24,사무/기술직,전남,2023-10-04
U1897,여,56,50대,55~59,판매/영업,경기,2024-03-04
U0738,남,51,50대,50~54,판매/영업,충북,2024-02-29
U1563,여,40,40대,40~44,사무/기술직,부산,2023-02-15
U0622,남,48,40대,45~49,무직,경기,2023-12-16
U0693,남,48,40대,45~49,전업주부,서울,2024-07-28
U0534,남,41,40대,40~44,전업주부,경기,2023-07-26
U1571,여,48,40대,45~49,사무/기술직,인천,2023-10-28
U0570,남,43,40대,40~44,경영/관리직,서울,2023-09-05
U0330,남,31,30대,30~34,경영/관리직,전남,2023-08-03
U1466,여,41,40대,40~44,자영업,경기,2024-05-06
U0192,남,25,20대,25~29,대학생,대구,2024-08-17
U1976,여,59,50대,55~59,사무/기술직,경기,2023-01-20
U1927,여,58,50대,55~59,대학생,대전,2023-08-08
U1208,여,26,20대,25~29,자유/전문직,울산,2023-12-14
U1489,여,42,40대,40~44,사무/기술직,경남,2023-05-01
U1022,남,56,50대,55~59,전업주부,부산,2023-06-11
U1213,여,25,20대,25~29,자영업,서울,2024-06-09
U1244,여,31,30대,30~34,전업주부,세종,2024-01-05
U0118,남,28,20대,25~29,기타,서울,2023-08-20
U1907,여,56,50대,55~59,전업주부,경기,2024-08-25
U1803,여,50,50대,50~54,자유/전문직,서울,2024-11-16
U0276,남,31,30대,30~34,사무/기술직,경기,2024-11-09
U0745,남,54,50대,50~54,대학생,경기,2024-11-12
U0448,남,37,30대,35~39,기타,경기,2024-09-02
U0222,남,31,30대,30~34,전업주부,서울,2024-04-16
U0339,남,38,30대,35~39,무직,서울,2024-08-05
U0333,남,33,30대,30~34,대학생,서울,2024-05-27
U0550,남,41,40대,40~44,전업주부,대구,2024-06-24
U0304,남,34,30대,30~34,대학원생,대전,2024-03-11
U1589,여,49,40대,45~49,전업주부,인천,2024-11-17
U0185,남,25,20대,25~29,사무/기술직,전북,2023-10-07
U1946,여,58,50대,55~59,사무/기술직,충남,2024-01-04
U0328,남,32,30대,30~34,자유/전문직,경기,2024-04-23
U0784,남,51,50대,50~54,자유/전문직,경기,2023-01-02
U1438,여,35,30대,35~39,사무/기술직,대전,2024-04-09
U1989,여,57,50대,55~59,기능/작업직,서울,2024-06-16
U0390,남,35,30대,35~39,사무/기술직,경기,2024-01-01
U1181,여,29,20대,25~29,사무/기술직,경기,2024-11-13
U1798,여,51,50대,50~54,무직,서울,2023-05-30
U0317,남,34,30대,30~34,자영업,경기,2023-06-30
U0682,남,48,40대,45~49,자영업,서울,2024-07-02
U0473,남,40,40대,40~44,무직,서울,2023-09-24
U0728,남,53,50대,50~54,사무/기술직,강원,2024-10-10
U0280,남,31,30대,30~34,기능/작업직,경기,2024-06-21
U1074,여,23,20대,20~24,판매/영업,인천,2024-03-19
U1714,여,52,50대,50~54,전업주부,경기,2024-02-08
U1696,여,49,40대,45~49,대학생,울산,2023-09-10
U0609,남,47,40대,45~49,자유/전문직,대구,2024-10-09
U1643,여,45,40대,45~49,대학생,부산,2023-06-18
U0474,남,42,40대,40~44,사무/기술직,충북,2024-09-03
U1784,여,51,50대,50~54,기능/작업직,경기,2024-02-25
U1031,여,23,20대,20~24,사무/기술직,부산,2024-07-20
U0035,남,21,20대,20~24,기타,부산,2023-08-13
U1704,여,54,50대,50~54,기타,경기,2023-04-14
U1195,여,29,20대,25~29,사무/기술직,경북,2024-03-03
U1807,여,52,50대,50~54,무직,서울,2024-07-04
U0510,남,41,40대,40~44,판매/영업,경기,2023-02-06
U0439,남,37,30대,35~39,대학원생,경기,2024-02-06
U1227,여,33,30대,30~34,무직,대전,2023-09-24
U1373,여,38,30대,35~39,사무/기술직,경기,2023-06-01
U1088,여,22,20대,20~24,전업주부,경북,2023-12-15
U0729,남,50,50대,50~54,사무/기술직,서울,2023-06-18
U1078,여,21,20대,20~24,대학생,충북,2024-06-07
U0783,남,51,50대,50~54,사무/기술직,경남,2023-03-08
U0462,남,43,40대,40~44,전업주부,광주,2023-02-08
U0569,남,44,40대,40~44,전업주부,부산,2023-02-09
U1312,여,32,30대,30~34,사무/기술직,서울,2024-07-03
U1357,여,35,30대,35~39,사무/기술직,서울,2023-07-21
U1876,여,55,50대,55~59,자유/전문직,부산,2023-05-09
U0211,남,30,30대,30~34,사무/기술직,서울,2024-06-22
U0292,남,34,30대,30~34,전업주부,경남,2024-08-26
U1951,여,57,50대,55~59,판매/영업,경기,2024-04-13
U0919,남,56,50대,55~59,사무/기술직,경기,2024-09-29
U0031,남,23,20대,20~24,자유/전문직,부산,2024-06-27
U0794,남,50,50대,50~54,무직,대구,2024-07-02
U0639,남,46,40대,45~49,판매/영업,인천,2024-07-29
U0088,남,22,20대,20~24,자유/전문직,전북,2023-05-24
U0338,남,30,30대,30~34,사무/기술직,충남,2024-06-22
U1936,여,55,50대,55~59,판매/영업,경기,2023-08-20
U0257,남,32,30대,30~34,경영/관리직,대구,2023-10-26
U0770,남,53,50대,50~54,사무/기술직,부산,2023-05-05
U1860,여,57,50대,55~59,사무/기술직,대전,2023-05-01
U0210,남,34,30대,30~34,판매/영업,서울,2024-06-19
U0301,남,34,30대,30~34,사무/기술직,강원,2023-12-24
U0653,남,46,40대,45~49,사무/기술직,경북,2023-07-14
U0761,남,53,50대,50~54,기타,경남,2023-02-06
U0747,남,50,50대,50~54,전업주부,부산,2023-07-09
U1493,여,43,40대,40~44,사무/기술직,경북,2023-11-25
U1004,남,56,50대,55~59,기타,부산,2023-05-27
U1995,여,59,50대,55~59,기타,대구,2024-02-07
U0531,남,43,40대,40~44,자영업,서울,2023-08-21
U1708,여,52,50대,50~54,기타,서울,2024-03-25
U0094,남,25,20대,25~29,기타,경기,2024-05-03
U1988,여,59,50대,55~59,사무/기술직,광주,2024-07-27
U1003,남,56,50대,55~59,기능/작업직,경기,2023-06-22
U1400,여,37,30대,35~39,사무/기술직,부산,2024-10-21
U0132,남,26,20대,25~29,자영업,경기,2023-05-11
U1620,여,49,40대,45~49,무직,제주,2024-10-01
U0377,남,36,30대,35~39,자유/전문직,인천,2023-03-08
U1053,여,23,20대,20~24,사무/기술직,충남,2024-01-03
U1631,여,49,40대,45~49,사무/기술직,서울,2023-09-30
U0636,남,46,40대,45~49,자유/전문직,경기,2024-06-08
U1339,여,35,30대,35~39,자유/전문직,서울,2023-02-15
U1163,여,29,20대,25~29,대학생,충북,2024-02-16
U0557,남,40,40대,40~44,자영업,세종,2024-10-06
U1020,남,59,50대,55~59,자영업,서울,2024-01-19
U1777,여,54,50대,50~54,전업주부,경기,2024-10-24
U1648,여,48,40대,45~49,사무/기술직,서울,2024-11-11
U0750,남,52,50대,50~54,경영/관리직,인천,2023-11-27
U1501,여,42,40대,40~44,기능/작업직,부산,2023-12-21
U1090,여,22,20대,20~24,무직,광주,2023-03-14
U0199,남,26,20대,25~29,판매/영업,대전,2024-09-09
U0347,남,35,30대,35~39,사무/기술직,경기,2024-03-26
U0310,남,30,30대,30~34,사무/기술직,인천,2024-02-08
U1756,여,54,50대,50~54,전업주부,부산,2023-08-14
U1204,여,28,20대,25~29,사무/기술직,인천,2023-10-31
U0525,남,42,40대,40~44,전업주부,광주,2023-04-23
U1761,여,52,50대,50~54,사무/기술직,인천,2023-07-21
U1943,여,55,50대,55~59,사무/기술직,경기,2024-05-24
U1354,여,35,30대,35~39,대학생,경기,2023-01-27
U1402,여,36,30대,35~39,사무/기술직,전남,2023-01-15
U0935,남,58,50대,55~59,기능/작업직,대전,2024-06-02
U1986,여,58,50대,55~59,자유/전문직,경남,2024-08-31
U1823,여,53,50대,50~54,사무/기술직,서울,2023-02-22
U0438,남,38,30대,35~39,기타,전남,2023-06-12
U0825,남,51,50대,50~54,경영/관리직,경기,2024-06-15
U0611,남,46,40대,45~49,대학생,서울,2024-02-03
U1705,여,54,50대,50~54,경영/관리직,서울,2023-08-06
U0051,남,22,20대,20~24,판매/영업,서울,2023-09-16
U1892,여,56,50대,55~59,기타,서울,2024-07-16
U0963,남,58,50대,55~59,사무/기술직,대구,2024-07-27
U0882,남,55,50대,55~59,자유/전문직,경기,2023-05-05
U0878,남,59,50대,55~59,전업주부,인천,2023-02-16
U1284,여,31,30대,30~34,자유/전문직,경남,2024-01-16
U0388,남,39,30대,35~39,사무/기술직,서울,2023-06-17
U1008,남,57,50대,55~59,자유/전문직,경기,2023-12-07
U0298,남,30,30대,30~34,자영업,대구,2023-02-16
U1894,여,56,50대,55~59,대학생,경기,2023-05-01
U0334,남,32,30대,30~34,대학생,경기,2024-08-26
U0871,남,50,50대,50~54,자유/전문직,서울,2023-05-28
U0678,남,47,40대,45~49,사무/기술직,충남,2023-07-23
U1850,여,54,50대,50~54,사무/기술직,경기,2023-01-16
U0413,남,38,30대,35~39,사무/기술직,광주,2023-12-31
U1702,여,50,50대,50~54,대학생,광주,2023-08-28
U1560,여,40,40대,40~44,무직,경기,2024-09-06
U1641,여,47,40대,45~49,사무/기술직,경기,2023-12-21
U0742,남,51,50대,50~54,사무/기술직,서울,2024-10-27
U0563,남,42,40대,40~44,경영/관리직,충남,2024-04-06
U1143,여,25,20대,25~29,자유/전문직,경기,2024-03-14
U0260,남,32,30대,30~34,자유/전문직,대구,2023-02-17
U1793,여,50,50대,50~54,사무/기술직,충남,2023-04-29
U0775,남,51,50대,50~54,사무/기술직,경기,2023-08-06
U1763,여,52,50대,50~54,대학원생,경기,2023-03-12
U0157,남,25,20대,25~29,전업주부,대구,2024-04-28
U1838,여,54,50대,50~54,기타,서울,2024-11-28
U1122,여,29,20대,25~29,기타,경기,2023-04-05
U0920,남,59,50대,55~59,자영업,경남,2023-06-22
U1826,여,51,50대,50~54,사무/기술직,경기,2023-01-10
U1840,여,50,50대,50~54,사무/기술직,경기,2023-10-25
U0549,남,40,40대,40~44,사무/기술직,서울,2024-03-12
U1349,여,36,30대,35~39,자유/전문직,전남,2023-04-01
U0379,남,36,30대,35~39,기타,서울,2024-10-05
U1290,여,32,30대,30~34,자유/전문직,경기,2023-08-27
U1414,여,35,30대,35~39,사무/기술직,광주,2024-03-24
U1984,여,58,50대,55~59,사무/기술직,전북,2024-07-16
U1107,여,23,20대,20~24,대학생,서울,2024-09-13
U0092,남,25,20대,25~29,자영업,경기,2023-06-09
U0974,남,57,50대,55~59,대학생,인천,2024-10-19
U1802,여,52,50대,50~54,무직,서울,2023-05-22
U0649,남,49,40대,45~49,판매/영업,전북,2023-10-29
U1818,여,53,50대,50~54,자유/전문직,경기,2024-06-02
U0888,남,55,50대,55~59,전업주부,경기,2023-09-04
U1222,여,32,30대,30~34,무직,경기,2023-07-28
U0202,남,29,20대,25~29,사무/기술직,경기,2023-09-13
U0870,남,54,50대,50~54,자유/전문직,부산,2023-02-09
U1551,여,41,40대,40~44,전업주부,경북,2023-10-02
U0598,남,49,40대,45~49,사무/기술직,대전,2024-03-15
U1073,여,22,20대,20~24,자유/전문직,부산,2024-05-01
U1333,여,34,30대,30~34,자영업,경기,2023-12-16
U0779,남,52,50대,50~54,대학생,서울,2024-04-23
U0319,남,34,30대,30~34,사무/기술직,서울,2024-10-15
U0024,남,22,20대,20~24,대학생,서울,2024-08-01
U0191,남,25,20대,25~29,사무/기술직,경남,2023-09-17
U0143,남,27,20대,25~29,자유/전문직,인천,2023-05-19
U0178,남,26,20대,25~29,사무/기술직,전남,2024-09-28
U0652,남,49,40대,45~49,사무/기술직,경기,2023-12-19
U1667,여,46,40대,45~49,사무/기술직,서울,2024-09-03
U0767,남,53,50대,50~54,전업주부,경남,2023-03-19
U1867,여,58,50대,55~59,판매/영업,세종,2023-05-14
U0240,남,31,30대,30~34,기타,경기,2024-04-14
U0594,남,45,40대,45~49,기타,경기,2024-09-20
U1033,여,22,20대,20~24,사무/기술직,전북,2024-04-20
U1226,여,34,30대,30~34,전업주부,경기,2023-06-26
U0470,남,41,40대,40~44,사무/기술직,경북,2023-07-08
U0711,남,48,40대,45~49,판매/영업,인천,2024-05-14
U1836,여,50,50대,50~54,사무/기술직,대구,2024-08-23
U1887,여,59,50대,55~59,사무/기술직,경기,2023-12-07
U1261,여,32,30대,30~34,자영업,경기,2023-06-06
U1174,여,27,20대,25~29,자유/전문직,서울,2024-01-04
U0332,남,30,30대,30~34,사무/기술직,서울,2024-03-03
U0048,남,20,20대,20~24,기타,경북,2023-04-16
U1626,여,47,40대,45~49,대학원생,부산,2023-12-07
U1258,여,34,30대,30~34,자유/전문직,경남,2024-06-29
U1332,여,32,30대,30~34,사무/기술직,인천,2024-09-13
U0855,남,53,50대,50~54,자영업,울산,2023-08-13
U1527,여,44,40대,40~44,대학생,서울,2024-02-15
U1207,여,26,20대,25~29,기타,대전,2023-05-09
U1446,여,41,40대,40~44,판매/영업,대구,2024-08-26
U0698,남,48,40대,45~49,경영/관리직,경기,2024-07-22
U1608,여,46,40대,45~49,판매/영업,서울,2024-06-24
U0283,남,34,30대,30~34,전업주부,서울,2023-11-16
U1958,여,58,50대,55~59,자유/전문직,강원,2024-08-24
U1737,여,54,50대,50~54,판매/영업,경기,2024-01-17
U0703,남,46,40대,45~49,대학생,인천,2023-06-28
U0299,남,31,30대,30~34,사무/기술직,인천,2023-09-09
U0752,남,51,50대,50~54,사무/기술직,경기,2024-07-30
U1029,여,24,20대,20~24,사무/기술직,전남,2023-01-31
U0959,남,59,50대,55~59,경영/관리직,대구,2023-05-22
U1114,여,25,20대,25~29,자영업,인천,2023-05-06
U0230,남,30,30대,30~34,자유/전문직,충북,2023-05-01
U0323,남,30,30대,30~34,사무/기술직,인천,2024-08-15
U0948,남,56,50대,55~59,사무/기술직,강원,2023-01-10
U1117,여,29,20대,25~29,무직,경기,2023-10-14
U0068,남,24,20대,20~24,무직,대구,2023-06-01
U0843,남,50,50대,50~54,자유/전문직,대구,2024-09-07
U0782,남,53,50대,50~54,자유/전문직,서울,2024-04-22
U1421,여,37,30대,35~39,사무/기술직,서울,2023-11-13
U0144,남,27,20대,25~29,대학생,경남,2023-11-18
U1306,여,33,30대,30~34,전업주부,충남,2024-04-09
U1212,여,27,20대,25~29,사무/기술직,서울,2023-02-11
U1757,여,53,50대,50~54,사무/기술직,경기,2023-02-26
U1058,여,23,20대,20~24,기능/작업직,경기,2023-11-27
U0430,남,38,30대,35~39,경영/관리직,전남,2023-08-04
U0723,남,53,50대,50~54,자유/전문직,경북,2024-11-19
U1544,여,40,40대,40~44,자유/전문직,서울,2024-10-22
U0917,남,58,50대,55~59,사무/기술직,강원,2024-03-20
U0428,남,35,30대,35~39,전업주부,경북,2023-07-16
U0286,남,33,30대,30~34,대학생,서울,2024-06-23
U0634,남,46,40대,45~49,사무/기술직,충북,2024-10-24
U1448,여,42,40대,40~44,사무/기술직,서울,2024-06-18
