order_id,user_id,store_id,item_id,timestamp,date,hour,day_of_week,month,season,qty,unit_price,total_amount,payment_type,channel,promo_id,promo_discount_pct,temp_c,feels_like_c,precip_mm,snow_cm,humidity_pct,wind_mps,pm25_ugm3,pm10_ugm3,is_raining,is_snowing,temp_category,pm25_category,is_weekend,is_holiday,is_exam_period,is_promo,gender,age_band,job,user_area,item_category,is_hot,is_ice,is_coffee,caffeine_mg,calorie_kcal
O000608,U1750,S007,I001,2025-09-02 06:15:00,2025-09-02,6,1,9,가을,1,3893,3893,간편결제,매장,PROMO_AUTUMN,15,23.6,19.4,0.0,0.0,86,6.4,5,8,0,0,더움,좋음,0,0,1,1,여,50대,무직,경기,에스프레소베이스,1,0,1,130,2
O000609,U1843,S002,I030,2025-11-29 20:30:00,2025-11-29,20,5,11,가을,2,5083,10166,카드,매장,,0,1.7,1.4,0.0,0.0,43,1.0,40,83,0,0,쌀쌀함,나쁨,1,0,0,0,여,50대,대학생,경기,주스에이드,0,1,0,-2,207
O000610,U1230,S001,I004,2025-10-05 08:15:00,2025-10-05,8,6,10,가을,1,4801,4801,간편결제,매장,,0,21.6,15.8,0.0,0.0,89,6.7,15,30,0,0,따뜻함,좋음,1,1,0,0,여,30대,사무/기술직,전북,에스프레소베이스,0,1,1,135,63
O000611,U1024,S027,I002,2025-01-27 12:30:00,2025-01-27,12,0,1,겨울,1,5392,5392,카드,픽업,,0,-3.0,-5.2,0.0,0.0,56,3.2,34,58,0,0,추움,보통,0,0,0,0,남,50대,경영/관리직,경기,에스프레소베이스,1,0,1,147,6
O000612,U1001,S007,I007,2025-10-13 13:00:00,2025-10-13,13,0,10,가을,1,5040,5040,카드,매장,,0,23.0,16.9,0.0,0.0,80,7.7,40,82,0,0,더움,나쁨,0,0,0,0,남,50대,자영업,전북,우유베이스커피,0,1,1,119,196
O000613,U0239,S009,I011,2025-01-13 11:30:00,2025-01-13,11,0,1,겨울,1,6214,6214,카드,픽업,,0,2.7,-0.4,0.0,0.0,73,4.5,32,64,0,0,쌀쌀함,보통,0,0,0,0,남,30대,사무/기술직,서울,우유베이스커피,0,1,1,110,168
O000614,U1074,S026,I010,2025-08-07 12:15:00,2025-08-07,12,3,8,여름,1,6360,6360,현금,픽업,,0,31.3,30.3,0.0,0.0,89,0.8,8,16,0,0,매우더움,좋음,0,0,0,0,여,20대,판매/영업,인천,우유베이스커피,0,1,1,103,213
O000615,U0386,S027,I004,2025-10-14 06:45:00,2025-10-14,6,1,10,가을,1,4801,4801,카드,매장,,0,13.0,10.4,0.0,0.0,32,3.7,47,82,0,0,선선함,나쁨,0,0,0,0,남,30대,전업주부,서울,에스프레소베이스,0,1,1,135,63
O000616,U0098,S014,I027,2025-09-02 17:15:00,2025-09-02,17,1,9,가을,1,4710,4710,카드,매장,PROMO_AUTUMN,15,26.6,25.0,0.0,0.0,43,0.8,13,26,0,0,더움,좋음,0,0,1,1,남,20대,기능/작업직,서울,주스에이드,0,1,0,-17,152
O000617,U1161,S010,I027,2025-06-13 13:45:00,2025-06-13,13,4,6,여름,3,5542,16626,간편결제,매장,,0,27.5,24.5,0.0,0.0,51,4.4,5,9,0,0,더움,좋음,0,0,1,0,여,20대,자유/전문직,대전,주스에이드,0,1,0,-17,152
O000618,U1807,S004,I005,2025-11-28 07:45:00,2025-11-28,7,4,11,가을,2,4361,8722,카드,매장,,0,12.3,7.8,0.0,0.0,68,7.7,36,61,0,0,선선함,나쁨,0,0,0,0,여,50대,무직,서울,에스프레소베이스,1,0,1,144,65
O000619,U1632,S026,I005,2025-04-17 08:00:00,2025-04-17,8,3,4,봄,3,4361,13083,간편결제,배달,,0,16.9,13.1,0.0,0.0,76,5.4,42,63,0,0,따뜻함,나쁨,0,0,0,0,여,40대,자유/전문직,충북,에스프레소베이스,1,0,1,144,65
O000620,U1612,S012,I001,2025-12-16 13:15:00,2025-12-16,13,1,12,겨울,1,3664,3664,간편결제,매장,PROMO_XMAS,20,6.6,1.3,0.0,0.0,60,7.5,62,98,0,0,쌀쌀함,나쁨,0,0,1,1,여,40대,자영업,대전,에스프레소베이스,1,0,1,130,2
O000621,U0542,S022,I008,2025-09-15 14:30:00,2025-09-15,14,0,9,가을,1,5985,5985,간편결제,픽업,,0,22.3,20.9,0.0,0.0,39,1.5,51,91,0,0,따뜻함,나쁨,0,0,0,0,남,40대,자유/전문직,서울,우유베이스커피,1,0,1,105,233
O000622,U0084,S008,I025,2025-03-17 10:30:00,2025-03-17,10,0,3,봄,1,6140,6140,카드,매장,,0,12.2,9.1,0.0,0.0,57,4.4,58,103,0,0,선선함,나쁨,0,0,0,0,남,20대,전업주부,경기,스무디프라페,0,1,0,89,429
O000623,U0885,S028,I005,2025-02-28 16:30:00,2025-02-28,16,4,2,겨울,1,4361,4361,간편결제,매장,,0,4.6,4.4,0.0,0.0,72,0.7,35,67,0,0,쌀쌀함,보통,0,0,0,0,남,50대,자유/전문직,경남,에스프레소베이스,1,0,1,144,65
O000624,U0790,S012,I008,2025-05-24 10:00:00,2025-05-24,10,5,5,봄,1,5985,5985,카드,매장,,0,21.5,16.5,0.0,0.0,57,7.0,47,89,0,0,따뜻함,나쁨,1,0,0,0,남,50대,사무/기술직,서울,우유베이스커피,1,0,1,105,233
O000625,U0211,S015,I023,2025-05-18 17:00:00,2025-05-18,17,6,5,봄,1,6136,6136,간편결제,배달,,0,19.0,17.0,0.0,0.0,56,2.7,32,61,0,0,따뜻함,보통,1,0,0,0,남,30대,사무/기술직,서울,스무디프라페,0,1,0,75,457
O000626,U0230,S020,I001,2025-10-25 15:00:00,2025-10-25,15,5,10,가을,1,4580,4580,카드,픽업,,0,20.9,19.3,0.0,0.0,50,1.5,39,68,0,0,따뜻함,나쁨,1,0,0,0,남,30대,자유/전문직,충북,에스프레소베이스,1,0,1,130,2
O000627,U1252,S001,I001,2025-12-19 10:15:00,2025-12-19,10,4,12,겨울,1,3664,3664,카드,배달,PROMO_XMAS,20,8.4,3.0,0.0,0.0,41,7.6,65,102,0,0,선선함,나쁨,0,0,1,1,여,30대,자유/전문직,충남,에스프레소베이스,1,0,1,130,2
O000628,U1030,S003,I001,2025-07-02 18:00:00,2025-07-02,18,2,7,여름,2,4580,9160,카드,매장,,0,28.0,26.2,0.0,0.0,59,3.4,14,21,0,0,더움,좋음,0,0,0,0,여,20대,사무/기술직,대구,에스프레소베이스,1,0,1,130,2
O000629,U1486,S005,I011,2025-06-09 17:30:00,2025-06-09,17,0,6,여름,1,6214,6214,카드,배달,,0,27.8,27.8,0.0,0.0,44,0.8,22,36,0,0,더움,보통,0,0,1,0,여,40대,농업,경기,우유베이스커피,0,1,1,110,168
O000630,U0439,S020,I011,2025-12-21 14:00:00,2025-12-21,14,6,12,겨울,1,4971,4971,카드,픽업,PROMO_XMAS,20,0.3,-1.3,0.0,0.0,67,2.6,63,118,0,0,추움,나쁨,1,0,0,1,남,30대,대학원생,경기,우유베이스커피,0,1,1,110,168
O000631,U0254,S013,I001,2025-07-13 20:45:00,2025-07-13,20,6,7,여름,3,4580,13740,카드,배달,,0,28.3,25.9,0.0,0.0,42,2.3,10,17,0,0,더움,좋음,1,0,0,0,남,30대,사무/기술직,경기,에스프레소베이스,1,0,1,130,2
O000632,U0096,S030,I014,2025-04-29 10:30:00,2025-04-29,10,1,4,봄,2,6172,12344,간편결제,매장,,0,15.0,13.6,0.0,0.0,46,1.4,48,104,0,0,따뜻함,나쁨,0,0,0,0,남,20대,사무/기술직,인천,아이스크림커피,1,0,1,86,494
O000633,U1143,S014,I012,2025-08-19 22:30:00,2025-08-19,22,1,8,여름,1,7116,7116,카드,매장,,0,26.8,25.0,0.0,0.0,42,2.2,17,30,0,0,더움,보통,0,0,0,0,여,20대,자유/전문직,경기,아이스크림커피,1,0,1,74,470
O000634,U0069,S002,I023,2025-05-19 18:00:00,2025-05-19,18,0,5,봄,1,6136,6136,카드,매장,,0,19.8,17.0,0.0,0.0,62,4.7,30,45,0,0,따뜻함,보통,0,0,0,0,남,20대,무직,경남,스무디프라페,0,1,0,75,457
O000635,U2000,S023,I001,2025-11-02 12:30:00,2025-11-02,12,6,11,가을,1,4580,4580,카드,매장,,0,16.1,16.1,0.0,0.0,55,0.6,67,103,0,0,따뜻함,나쁨,1,0,0,0,여,50대,기능/작업직,서울,에스프레소베이스,1,0,1,130,2
O000636,U0795,S024,I022,2025-06-24 09:45:00,2025-06-24,9,1,6,여름,2,4158,8316,카드,매장,PROMO_SUMMER,20,23.4,22.5,0.0,0.0,80,1.1,23,41,0,0,더움,보통,0,0,0,1,남,50대,기능/작업직,경북,티차류,1,0,0,17,50
O000637,U0909,S019,I023,2025-06-20 13:30:00,2025-06-20,13,4,6,여름,2,6136,12272,카드,매장,,0,30.0,26.6,0.0,0.0,65,5.1,18,36,0,0,매우더움,보통,0,0,1,0,남,50대,사무/기술직,서울,스무디프라페,0,1,0,75,457
O000638,U0749,S019,I007,2025-06-18 10:15:00,2025-06-18,10,2,6,여름,2,5040,10080,간편결제,매장,,0,26.6,24.2,0.0,0.0,34,3.5,33,59,0,0,더움,보통,0,0,1,0,남,50대,자유/전문직,제주,우유베이스커피,0,1,1,119,196
O000639,U0815,S022,I003,2025-09-11 13:30:00,2025-09-11,13,3,9,가을,1,4140,4140,간편결제,배달,,0,24.5,22.6,0.0,0.0,56,3.9,12,25,0,0,더움,좋음,0,0,0,0,남,50대,무직,경기,에스프레소베이스,0,1,1,177,88
O000640,U1524,S021,I021,2025-07-15 13:15:00,2025-07-15,13,1,7,여름,1,4957,4957,카드,매장,,0,32.0,26.3,0.0,0.0,48,7.9,15,28,0,0,매우더움,좋음,0,0,0,0,여,40대,사무/기술직,경남,티차류,1,0,0,28,-8
O000641,U0546,S024,I019,2025-06-24 18:30:00,2025-06-24,18,1,6,여름,2,3517,7034,간편결제,매장,PROMO_SUMMER,20,23.6,20.2,0.0,0.0,61,4.9,16,27,0,0,더움,보통,0,0,0,1,남,40대,자유/전문직,서울,티차류,1,0,0,7,-20
O000642,U0109,S005,I001,2025-06-06 16:00:00,2025-06-06,16,4,6,여름,2,4580,9160,간편결제,매장,,0,25.3,23.4,0.0,0.0,44,2.5,44,85,0,0,더움,나쁨,0,1,0,0,남,20대,무직,경기,에스프레소베이스,1,0,1,130,2
O000643,U0120,S011,I002,2025-04-20 12:00:00,2025-04-20,12,6,4,봄,1,5392,5392,간편결제,매장,,0,18.4,17.1,0.0,0.0,59,1.4,22,36,0,0,따뜻함,보통,1,0,0,0,남,20대,자유/전문직,전북,에스프레소베이스,1,0,1,147,6
O000644,U0418,S029,I003,2025-08-17 08:00:00,2025-08-17,8,6,8,여름,3,4140,12420,카드,매장,,0,29.3,26.9,0.0,0.0,33,3.8,20,32,0,0,더움,보통,1,0,0,0,남,30대,사무/기술직,경기,에스프레소베이스,0,1,1,177,88
O000645,U1304,S022,I016,2025-03-01 19:30:00,2025-03-01,19,5,3,봄,1,4680,4680,멤버십,배달,PROMO_SPRING,15,4.8,1.5,0.0,0.0,44,5.2,62,104,0,0,쌀쌀함,나쁨,1,1,0,1,여,30대,판매/영업,대구,우유베이스티,1,0,0,20,278
O000646,U1303,S027,I001,2025-03-06 11:15:00,2025-03-06,11,3,3,봄,1,3893,3893,카드,배달,PROMO_SPRING,15,9.7,8.7,0.0,0.0,89,1.6,71,134,0,0,선선함,나쁨,0,0,0,1,여,30대,경영/관리직,경기,에스프레소베이스,1,0,1,130,2
O000647,U0777,S025,I002,2025-01-15 22:15:00,2025-01-15,22,2,1,겨울,1,5392,5392,간편결제,매장,,0,-3.4,-6.7,0.0,0.0,33,5.0,76,149,0,0,추움,매우나쁨,0,0,0,0,남,50대,자영업,경기,에스프레소베이스,1,0,1,147,6
O000648,U0448,S030,I010,2025-05-25 21:00:00,2025-05-25,21,6,5,봄,2,6360,12720,간편결제,매장,,0,17.1,14.3,0.0,0.0,74,4.3,22,39,0,0,따뜻함,보통,1,0,0,0,남,30대,기타,경기,우유베이스커피,0,1,1,103,213
O000649,U1213,S002,I002,2025-03-16 12:15:00,2025-03-16,12,6,3,봄,2,5392,10784,카드,매장,,0,13.3,10.6,0.0,0.0,33,4.0,55,90,0,0,선선함,나쁨,1,0,0,0,여,20대,자영업,서울,에스프레소베이스,1,0,1,147,6
O000650,U0782,S015,I014,2025-11-14 13:00:00,2025-11-14,13,4,11,가을,2,6172,12344,카드,배달,,0,9.7,9.7,0.0,0.0,58,0.5,43,67,0,0,선선함,나쁨,0,0,0,0,남,50대,자유/전문직,서울,아이스크림커피,1,0,1,86,494
O000651,U1589,S004,I012,2025-06-23 12:15:00,2025-06-23,12,0,6,여름,1,5692,5692,간편결제,배달,PROMO_SUMMER,20,30.2,26.1,0.0,0.0,38,6.6,33,59,0,0,매우더움,보통,0,0,0,1,여,40대,전업주부,인천,아이스크림커피,1,0,1,74,470
O000652,U0395,S009,I004,2025-04-27 09:45:00,2025-04-27,9,6,4,봄,1,4801,4801,멤버십,픽업,,0,16.1,13.1,0.0,0.0,78,4.8,14,25,0,0,따뜻함,좋음,1,0,0,0,남,30대,대학원생,서울,에스프레소베이스,0,1,1,135,63
O000653,U0183,S029,I002,2025-10-16 09:30:00,2025-10-16,9,3,10,가을,1,5392,5392,현금,픽업,,0,20.4,16.7,0.0,0.0,58,5.7,40,60,0,0,따뜻함,나쁨,0,0,0,0,남,20대,사무/기술직,울산,에스프레소베이스,1,0,1,147,6
O000654,U1217,S029,I029,2025-11-16 20:00:00,2025-11-16,20,6,11,가을,1,4499,4499,카드,매장,,0,8.8,6.6,0.0,0.0,30,2.9,62,126,0,0,선선함,나쁨,1,0,0,0,여,20대,사무/기술직,대전,주스에이드,0,1,0,29,215
O000655,U1912,S023,I008,2025-02-12 12:30:00,2025-02-12,12,2,2,겨울,1,5985,5985,멤버십,매장,,0,6.5,2.3,0.0,0.0,81,6.6,42,72,0,0,쌀쌀함,나쁨,0,0,0,0,여,50대,자유/전문직,경북,우유베이스커피,1,0,1,105,233
O000656,U1431,S005,I001,2025-11-29 13:15:00,2025-11-29,13,5,11,가을,1,4580,4580,멤버십,매장,,0,17.6,13.6,0.0,0.0,52,6.4,55,87,0,0,따뜻함,나쁨,1,0,0,0,여,30대,기타,제주,에스프레소베이스,1,0,1,130,2
O000657,U0207,S020,I006,2025-02-28 14:45:00,2025-02-28,14,4,2,겨울,1,6688,6688,카드,매장,,0,6.6,1.7,0.0,0.0,46,7.1,36,74,0,0,쌀쌀함,나쁨,0,0,0,0,남,20대,사무/기술직,광주,우유베이스커피,1,0,1,86,202
O000658,U0098,S010,I022,2025-05-03 20:15:00,2025-05-03,20,5,5,봄,1,4678,4678,간편결제,매장,PROMO_CHILDREN,10,14.1,9.5,0.0,0.0,49,7.2,40,62,0,0,선선함,나쁨,1,0,0,1,남,20대,기능/작업직,서울,티차류,1,0,0,17,50
O000659,U0302,S003,I001,2025-02-02 09:15:00,2025-02-02,9,6,2,겨울,1,4580,4580,카드,픽업,,0,0.2,-1.0,0.0,0.0,53,0.5,72,126,0,0,추움,나쁨,1,0,0,0,남,30대,사무/기술직,서울,에스프레소베이스,1,0,1,130,2
O000660,U0080,S002,I002,2025-11-19 11:15:00,2025-11-19,11,2,11,가을,2,5392,10784,카드,배달,,0,11.6,7.3,0.0,0.0,68,6.8,36,72,0,0,선선함,나쁨,0,0,0,0,남,20대,자유/전문직,전남,에스프레소베이스,1,0,1,147,6
O000661,U1729,S008,I018,2025-12-07 06:45:00,2025-12-07,6,6,12,겨울,3,5189,15567,카드,배달,PROMO_XMAS,20,-3.9,-4.1,0.0,0.0,41,0.8,66,107,0,0,추움,나쁨,1,0,0,1,여,50대,사무/기술직,서울,우유베이스티,1,0,0,44,255
O000662,U1784,S013,I001,2025-05-30 09:45:00,2025-05-30,9,4,5,봄,3,4580,13740,간편결제,매장,,0,17.3,13.1,0.0,0.0,66,6.4,33,62,0,0,따뜻함,보통,0,0,0,0,여,50대,기능/작업직,경기,에스프레소베이스,1,0,1,130,2
O000663,U0575,S012,I011,2025-01-03 16:45:00,2025-01-03,16,4,1,겨울,2,6214,12428,카드,픽업,,0,-2.8,-5.2,0.0,0.0,75,5.0,39,58,0,0,추움,나쁨,0,0,0,0,남,40대,사무/기술직,경기,우유베이스커피,0,1,1,110,168
O000664,U1696,S007,I001,2025-11-06 17:45:00,2025-11-06,17,3,11,가을,1,4580,4580,카드,매장,,0,7.8,7.3,1.0,0.0,55,2.1,60,90,1,0,쌀쌀함,나쁨,0,0,0,0,여,40대,대학생,울산,에스프레소베이스,1,0,1,130,2
O000665,U0327,S027,I002,2025-06-26 15:15:00,2025-06-26,15,3,6,여름,2,4313,8626,멤버십,매장,PROMO_SUMMER,20,27.3,26.3,0.0,0.0,31,2.6,49,98,0,0,더움,나쁨,0,0,0,1,남,30대,사무/기술직,충북,에스프레소베이스,1,0,1,147,6
O000666,U0450,S006,I002,2025-05-14 08:30:00,2025-05-14,8,2,5,봄,1,5392,5392,간편결제,매장,,0,20.0,18.6,0.0,0.0,80,3.9,22,43,0,0,따뜻함,보통,0,0,0,0,남,30대,자유/전문직,경기,에스프레소베이스,1,0,1,147,6
O000667,U0111,S006,I005,2025-03-27 09:15:00,2025-03-27,9,3,3,봄,1,4361,4361,카드,배달,,0,14.4,9.6,0.0,0.0,67,6.7,31,49,0,0,선선함,보통,0,0,0,0,남,20대,사무/기술직,경기,에스프레소베이스,1,0,1,144,65
O000668,U0805,S024,I001,2025-04-26 09:15:00,2025-04-26,9,5,4,봄,2,4580,9160,카드,매장,,0,12.5,7.0,0.0,0.0,74,7.2,43,83,0,0,선선함,나쁨,1,0,0,0,남,50대,사무/기술직,부산,에스프레소베이스,1,0,1,130,2
O000669,U1180,S027,I003,2025-01-11 09:00:00,2025-01-11,9,5,1,겨울,3,4140,12420,간편결제,매장,,0,-0.6,-5.2,0.0,0.0,38,6.2,52,113,0,0,추움,나쁨,1,0,0,0,여,20대,대학생,경기,에스프레소베이스,0,1,1,177,88
O000670,U0832,S021,I004,2025-11-27 12:45:00,2025-11-27,12,3,11,가을,1,4801,4801,간편결제,픽업,,0,12.9,11.8,0.0,0.0,41,2.2,38,78,0,0,선선함,나쁨,0,0,0,0,남,50대,전업주부,서울,에스프레소베이스,0,1,1,135,63
O000671,U0152,S003,I001,2025-04-18 14:45:00,2025-04-18,14,4,4,봄,3,4580,13740,간편결제,배달,,0,13.0,9.2,0.0,0.0,78,5.5,52,82,0,0,선선함,나쁨,0,0,0,0,남,20대,사무/기술직,강원,에스프레소베이스,1,0,1,130,2
O000672,U0456,S029,I005,2025-11-26 18:30:00,2025-11-26,18,2,11,가을,3,4361,13083,간편결제,매장,,0,2.7,-1.4,0.0,0.0,64,5.7,58,92,0,0,쌀쌀함,나쁨,0,0,0,0,남,40대,사무/기술직,서울,에스프레소베이스,1,0,1,144,65
O000673,U0166,S027,I027,2025-11-17 13:45:00,2025-11-17,13,0,11,가을,2,5542,11084,간편결제,매장,,0,17.3,15.8,0.0,0.0,43,1.8,42,66,0,0,따뜻함,나쁨,0,0,0,0,남,20대,자유/전문직,서울,주스에이드,0,1,0,-17,152
O000674,U1954,S004,I011,2025-11-23 08:00:00,2025-11-23,8,6,11,가을,1,6214,6214,카드,매장,,0,11.3,7.4,0.0,0.0,85,6.1,48,102,0,0,선선함,나쁨,1,0,0,0,여,50대,기능/작업직,경기,우유베이스커피,0,1,1,110,168
O000675,U1464,S005,I004,2025-09-28 19:45:00,2025-09-28,19,6,9,가을,2,4801,9602,카드,매장,,0,19.7,17.9,0.0,0.0,82,3.4,20,43,0,0,따뜻함,보통,1,0,0,0,여,40대,사무/기술직,경기,에스프레소베이스,0,1,1,135,63
O000676,U1356,S024,I001,2025-02-18 12:15:00,2025-02-18,12,1,2,겨울,1,4580,4580,간편결제,매장,,0,-0.9,-5.5,0.0,0.0,54,5.7,48,73,0,0,추움,나쁨,0,0,0,0,여,30대,경영/관리직,충북,에스프레소베이스,1,0,1,130,2
O000677,U0150,S012,I023,2025-03-16 20:15:00,2025-03-16,20,6,3,봄,2,6136,12272,카드,매장,,0,3.5,4.3,0.0,0.0,45,0.6,69,149,0,0,쌀쌀함,나쁨,1,0,0,0,남,20대,기타,대전,스무디프라페,0,1,0,75,457
O000678,U0638,S012,I029,2025-08-24 19:30:00,2025-08-24,19,6,8,여름,1,4499,4499,카드,픽업,,0,29.2,27.8,0.0,0.0,42,2.1,26,53,0,0,더움,보통,1,0,0,0,남,40대,사무/기술직,경기,주스에이드,0,1,0,29,215
O000679,U0408,S022,I026,2025-11-13 10:15:00,2025-11-13,10,3,11,가을,1,5463,5463,카드,매장,,0,8.2,3.4,0.0,0.0,55,7.5,60,114,0,0,선선함,나쁨,0,0,0,0,남,30대,사무/기술직,충남,스무디프라페,0,1,0,74,376
O000680,U0002,S002,I011,2025-02-08 09:45:00,2025-02-08,9,5,2,겨울,1,6214,6214,카드,매장,,0,-1.3,-5.2,0.0,0.0,50,6.7,68,117,0,0,추움,나쁨,1,0,0,0,남,20대,자영업,전북,우유베이스커피,0,1,1,110,168
O000681,U1110,S022,I001,2025-09-03 13:15:00,2025-09-03,13,2,9,가을,1,3893,3893,간편결제,매장,PROMO_AUTUMN,15,30.3,25.8,0.0,0.0,55,6.9,30,53,0,0,매우더움,보통,0,0,1,1,여,20대,사무/기술직,충북,에스프레소베이스,1,0,1,130,2
O000682,U0556,S002,I002,2025-04-01 15:00:00,2025-04-01,15,1,4,봄,1,5392,5392,멤버십,배달,,0,19.7,13.6,0.0,0.0,90,7.4,15,32,0,0,따뜻함,좋음,0,0,0,0,남,40대,대학생,경기,에스프레소베이스,1,0,1,147,6
O000683,U0018,S015,I011,2025-11-19 08:30:00,2025-11-19,8,2,11,가을,1,6214,6214,카드,매장,,0,11.8,6.4,0.0,0.0,32,7.9,19,35,0,0,선선함,보통,0,0,0,0,남,20대,사무/기술직,경기,우유베이스커피,0,1,1,110,168
O000684,U1616,S030,I006,2025-07-11 07:30:00,2025-07-11,7,4,7,여름,1,6688,6688,카드,픽업,,0,31.4,27.6,0.0,0.0,64,4.9,12,18,0,0,매우더움,좋음,0,0,0,0,여,40대,기타,서울,우유베이스커피,1,0,1,86,202
O000685,U1142,S013,I020,2025-03-13 12:15:00,2025-03-13,12,3,3,봄,1,4996,4996,카드,배달,,0,10.7,4.0,0.0,0.0,78,8.0,72,117,0,0,선선함,나쁨,0,0,1,0,여,20대,자유/전문직,부산,티차류,1,0,0,30,-13
O000686,U1637,S024,I008,2025-04-02 10:45:00,2025-04-02,10,2,4,봄,1,5985,5985,카드,매장,,0,14.5,13.4,0.0,0.0,83,2.7,33,57,0,0,선선함,보통,0,0,0,0,여,40대,사무/기술직,대구,우유베이스커피,1,0,1,105,233
O000687,U1535,S023,I017,2025-01-24 13:00:00,2025-01-24,13,4,1,겨울,2,6080,12160,카드,매장,,0,2.8,-0.4,0.0,0.0,53,3.6,29,58,0,0,쌀쌀함,보통,0,0,0,0,여,40대,자영업,서울,우유베이스티,0,1,0,48,195
O000688,U1919,S013,I026,2025-06-11 13:00:00,2025-06-11,13,2,6,여름,1,5463,5463,카드,매장,,0,31.6,27.3,0.0,0.0,69,5.5,5,7,0,0,매우더움,좋음,0,0,1,0,여,50대,자영업,경남,스무디프라페,0,1,0,74,376
O000689,U0039,S024,I003,2025-07-19 18:45:00,2025-07-19,18,5,7,여름,2,4140,8280,간편결제,매장,,0,23.3,21.5,0.0,0.0,81,2.3,5,9,0,0,더움,좋음,1,0,0,0,남,20대,무직,광주,에스프레소베이스,0,1,1,177,88
O000690,U1976,S022,I002,2025-11-01 07:00:00,2025-11-01,7,5,11,가을,1,5392,5392,간편결제,매장,,0,13.2,12.3,0.0,0.0,70,1.6,61,126,0,0,선선함,나쁨,1,0,0,0,여,50대,사무/기술직,경기,에스프레소베이스,1,0,1,147,6
O000691,U0258,S011,I001,2025-04-22 13:00:00,2025-04-22,13,1,4,봄,1,4580,4580,간편결제,매장,,0,19.8,15.6,0.0,0.0,68,5.2,53,80,0,0,따뜻함,나쁨,0,0,0,0,남,30대,기타,부산,에스프레소베이스,1,0,1,130,2
O000692,U0166,S021,I030,2025-10-06 11:30:00,2025-10-06,11,0,10,가을,1,5083,5083,간편결제,매장,,0,24.5,22.7,0.0,0.0,67,2.5,5,8,0,0,더움,좋음,0,1,0,0,남,20대,자유/전문직,서울,주스에이드,0,1,0,-2,207
O000693,U0281,S002,I009,2025-11-26 12:45:00,2025-11-26,12,2,11,가을,1,6472,6472,카드,배달,,0,9.3,3.7,0.0,0.0,76,6.5,60,108,0,0,선선함,나쁨,0,0,0,0,남,30대,자영업,부산,우유베이스커피,1,0,1,120,239
O000694,U0311,S010,I001,2025-06-29 08:30:00,2025-06-29,8,6,6,여름,1,3664,3664,카드,매장,PROMO_SUMMER,20,21.9,20.4,0.0,0.0,36,3.0,27,46,0,0,따뜻함,보통,1,0,0,1,남,30대,사무/기술직,경기,에스프레소베이스,1,0,1,130,2
O000695,U1868,S002,I026,2025-07-29 13:30:00,2025-07-29,13,1,7,여름,1,5463,5463,카드,픽업,,0,26.7,22.0,0.0,0.0,79,7.4,28,46,0,0,더움,보통,0,0,0,0,여,50대,기타,서울,스무디프라페,0,1,0,74,376
O000696,U1388,S015,I026,2025-03-10 13:00:00,2025-03-10,13,0,3,봄,1,5463,5463,카드,매장,,0,13.0,12.4,0.0,0.0,41,0.7,74,139,0,0,선선함,나쁨,0,0,1,0,여,30대,사무/기술직,대전,스무디프라페,0,1,0,74,376
O000697,U1653,S030,I018,2025-02-11 09:00:00,2025-02-11,9,1,2,겨울,3,6487,19461,카드,배달,,0,7.3,5.4,0.0,0.0,67,3.2,42,88,0,0,쌀쌀함,나쁨,0,0,0,0,여,40대,대학생,경기,우유베이스티,1,0,0,44,255
O000698,U0734,S001,I021,2025-04-28 08:45:00,2025-04-28,8,0,4,봄,1,4957,4957,카드,배달,,0,19.1,16.5,0.0,0.0,59,4.4,44,84,0,0,따뜻함,나쁨,0,0,0,0,남,50대,기능/작업직,경기,티차류,1,0,0,28,-8
O000699,U0062,S023,I026,2025-04-16 14:00:00,2025-04-16,14,2,4,봄,2,5463,10926,간편결제,매장,,0,13.8,10.8,0.0,0.0,45,4.3,50,104,0,0,선선함,나쁨,0,0,0,0,남,20대,대학생,경기,스무디프라페,0,1,0,74,376
O000700,U0532,S025,I016,2025-02-11 20:00:00,2025-02-11,20,1,2,겨울,2,5506,11012,간편결제,매장,,0,-1.9,-4.8,0.0,0.0,69,3.7,44,88,0,0,추움,나쁨,0,0,0,0,남,40대,사무/기술직,경남,우유베이스티,1,0,0,20,278
O000701,U1049,S019,I001,2025-11-08 12:45:00,2025-11-08,12,5,11,가을,1,4580,4580,현금,배달,,0,9.3,4.5,0.0,0.0,40,7.8,39,67,0,0,선선함,나쁨,1,0,0,0,여,20대,기능/작업직,서울,에스프레소베이스,1,0,1,130,2
O000702,U0837,S005,I011,2025-01-08 19:30:00,2025-01-08,19,2,1,겨울,1,6214,6214,카드,매장,,0,-3.8,-7.4,0.0,0.0,52,5.7,40,71,0,0,추움,나쁨,0,0,0,0,남,50대,사무/기술직,충북,우유베이스커피,0,1,1,110,168
O000703,U0417,S018,I026,2025-10-24 12:30:00,2025-10-24,12,4,10,가을,1,5463,5463,카드,매장,,0,18.7,12.9,0.0,0.0,56,8.0,48,87,0,0,따뜻함,나쁨,0,0,0,0,남,30대,판매/영업,경남,스무디프라페,0,1,0,74,376
O000704,U1332,S020,I002,2025-10-01 11:45:00,2025-10-01,11,2,10,가을,1,5392,5392,카드,픽업,,0,14.7,11.4,0.0,0.0,34,5.0,44,68,0,0,선선함,나쁨,0,0,0,0,여,30대,사무/기술직,인천,에스프레소베이스,1,0,1,147,6
