order_item_id,option_item_id,option_name,extra_price
3998,4,HOT,0
3998,1,Tall,0
3998,6,샷 추가 (+1),500
3999,5,ICE,0
3999,2,Grande,500
3999,11,기본,0
4000,4,HOT,0
4000,2,Grande,500
4000,6,샷 추가 (+1),500
4001,4,HOT,0
4001,1,Tall,0
4001,6,샷 추가 (+1),500
4002,4,HOT,0
4002,2,Grande,500
4002,11,기본,0
4002,6,샷 추가 (+1),500
4003,4,HOT,0
4003,2,Grande,500
4003,6,샷 추가 (+1),500
4004,5,ICE,0
4004,1,Tall,0
4004,6,샷 추가 (+1),500
4005,5,ICE,0
4005,1,Tall,0
4005,12,덜 달게,0
4005,10,휘핑크림 추가,500
4006,5,ICE,0
4006,3,Venti,1000
4006,6,샷 추가 (+1),500
4007,4,HOT,0
4007,3,Venti,1000
4007,13,더 달게,0
4008,4,HOT,0
4008,2,Grande,500
4009,5,ICE,0
4009,3,Venti,1000
4009,12,덜 달게,0
4010,5,ICE,0
4010,1,Tall,0
4011,5,ICE,0
4011,2,Grande,500
4011,13,더 달게,0
4012,4,HOT,0
4012,1,Tall,0
4012,9,카라멜 시럽,300
4013,4,HOT,0
4013,2,Grande,500
4014,5,ICE,0
4014,3,Venti,1000
4014,11,기본,0
4014,6,샷 추가 (+1),500
4015,5,ICE,0
4015,1,Tall,0
4016,5,ICE,0
4016,2,Grande,500
4016,13,더 달게,0
4016,6,샷 추가 (+1),500
4016,8,헤이즐넛 시럽,300
4017,4,HOT,0
4017,1,Tall,0
4018,5,ICE,0
4018,2,Grande,500
4018,13,더 달게,0
4019,4,HOT,0
4019,1,Tall,0
4019,12,덜 달게,0
4020,4,HOT,0
4020,2,Grande,500
4020,11,기본,0
4021,5,ICE,0
4021,1,Tall,0
4021,12,덜 달게,0
4022,4,HOT,0
4022,2,Grande,500
4023,4,HOT,0
4023,1,Tall,0
4024,4,HOT,0
4024,3,Venti,1000
4024,11,기본,0
4025,4,HOT,0
4025,1,Tall,0
4025,9,카라멜 시럽,300
4026,5,ICE,0
4026,3,Venti,1000
4026,12,덜 달게,0
4026,6,샷 추가 (+1),500
4027,5,ICE,0
4027,2,Grande,500
4027,9,카라멜 시럽,300
4028,5,ICE,0
4028,3,Venti,1000
4028,11,기본,0
4028,9,카라멜 시럽,300
4029,4,HOT,0
4029,2,Grande,500
4029,11,기본,0
4029,6,샷 추가 (+1),500
4029,8,헤이즐넛 시럽,300
4030,4,HOT,0
4030,3,Venti,1000
4030,6,샷 추가 (+1),500
4031,4,HOT,0
4031,1,Tall,0
4031,11,기본,0
4032,4,HOT,0
4032,1,Tall,0
4032,11,기본,0
4032,10,휘핑크림 추가,500
4033,4,HOT,0
4033,1,Tall,0
4033,11,기본,0
4034,4,HOT,0
4034,1,Tall,0
4034,13,더 달게,0
4035,4,HOT,0
4035,3,Venti,1000
4035,11,기본,0
4036,4,HOT,0
4036,2,Grande,500
4036,6,샷 추가 (+1),500
4036,8,헤이즐넛 시럽,300
4037,4,HOT,0
4037,1,Tall,0
4037,6,샷 추가 (+1),500
4038,4,HOT,0
4038,2,Grande,500
4038,12,덜 달게,0
4038,9,카라멜 시럽,300
4039,5,ICE,0
4039,2,Grande,500
4039,6,샷 추가 (+1),500
4040,5,ICE,0
4040,2,Grande,500
4041,4,HOT,0
4041,2,Grande,500
4041,11,기본,0
4042,5,ICE,0
4042,2,Grande,500
4043,5,ICE,0
4043,1,Tall,0
4044,4,HOT,0
4044,3,Venti,1000
4044,11,기본,0
4045,4,HOT,0
4045,2,Grande,500
4046,5,ICE,0
4046,3,Venti,1000
4046,12,덜 달게,0
4046,9,카라멜 시럽,300
4047,4,HOT,0
4047,1,Tall,0
4047,11,기본,0
4048,4,HOT,0
4048,3,Venti,1000
4048,13,더 달게,0
4049,5,ICE,0
4049,1,Tall,0
4049,11,기본,0
4049,6,샷 추가 (+1),500
4050,5,ICE,0
4050,3,Venti,1000
4050,12,덜 달게,0
4050,9,카라멜 시럽,300
4051,4,HOT,0
4051,3,Venti,1000
4051,12,덜 달게,0
4051,10,휘핑크림 추가,500
4052,5,ICE,0
4052,2,Grande,500
4052,12,덜 달게,0
4052,10,휘핑크림 추가,500
4053,5,ICE,0
4053,2,Grande,500
4053,7,바닐라 시럽,300
4054,5,ICE,0
4054,1,Tall,0
4054,12,덜 달게,0
4054,6,샷 추가 (+1),500
4055,5,ICE,0
4055,1,Tall,0
4055,6,샷 추가 (+1),500
4056,4,HOT,0
4056,2,Grande,500
4056,11,기본,0
4056,6,샷 추가 (+1),500
4057,5,ICE,0
4057,2,Grande,500
4057,13,더 달게,0
4058,4,HOT,0
4058,1,Tall,0
4058,13,더 달게,0
4059,4,HOT,0
4059,2,Grande,500
4059,11,기본,0
4059,10,휘핑크림 추가,500
4060,4,HOT,0
4060,1,Tall,0
4060,13,더 달게,0
4061,4,HOT,0
4061,2,Grande,500
4061,13,더 달게,0
4061,6,샷 추가 (+1),500
4061,7,바닐라 시럽,300
4061,10,휘핑크림 추가,500
4062,4,HOT,0
4062,2,Grande,500
4062,12,덜 달게,0
4063,4,HOT,0
4063,2,Grande,500
4063,11,기본,0
4063,8,헤이즐넛 시럽,300
4064,5,ICE,0
4064,2,Grande,500
4064,6,샷 추가 (+1),500
4065,4,HOT,0
4065,1,Tall,0
4065,12,덜 달게,0
4065,6,샷 추가 (+1),500
4066,4,HOT,0
4066,1,Tall,0
4066,6,샷 추가 (+1),500
4067,4,HOT,0
4067,1,Tall,0
4068,4,HOT,0
4068,1,Tall,0
4068,12,덜 달게,0
4069,5,ICE,0
4069,2,Grande,500
4069,11,기본,0
4070,4,HOT,0
4070,1,Tall,0
4070,11,기본,0
4071,5,ICE,0
4071,3,Venti,1000
4071,11,기본,0
4071,7,바닐라 시럽,300
4072,4,HOT,0
4072,3,Venti,1000
4072,12,덜 달게,0
4072,6,샷 추가 (+1),500
4073,4,HOT,0
4073,1,Tall,0
4073,11,기본,0
4073,6,샷 추가 (+1),500
4074,4,HOT,0
4074,2,Grande,500
4074,11,기본,0
4075,5,ICE,0
4075,2,Grande,500
4075,11,기본,0
4076,5,ICE,0
4076,1,Tall,0
4077,4,HOT,0
4077,1,Tall,0
4077,13,더 달게,0
4077,6,샷 추가 (+1),500
4078,4,HOT,0
4078,2,Grande,500
4078,11,기본,0
4079,5,ICE,0
4079,1,Tall,0
4079,6,샷 추가 (+1),500
4080,5,ICE,0
4080,1,Tall,0
4080,13,더 달게,0
4080,8,헤이즐넛 시럽,300
4081,5,ICE,0
4081,3,Venti,1000
4081,11,기본,0
4081,8,헤이즐넛 시럽,300
4082,4,HOT,0
4082,3,Venti,1000
4082,6,샷 추가 (+1),500
4082,8,헤이즐넛 시럽,300
4083,5,ICE,0
4083,2,Grande,500
4084,4,HOT,0
4084,1,Tall,0
4085,4,HOT,0
4085,1,Tall,0
4085,11,기본,0
4086,5,ICE,0
4086,2,Grande,500
4086,6,샷 추가 (+1),500
4087,4,HOT,0
4087,1,Tall,0
4088,5,ICE,0
4088,3,Venti,1000
4088,6,샷 추가 (+1),500
4089,5,ICE,0
4089,3,Venti,1000
4090,5,ICE,0
4090,1,Tall,0
4090,9,카라멜 시럽,300
4091,4,HOT,0
4091,3,Venti,1000
4091,6,샷 추가 (+1),500
4091,9,카라멜 시럽,300
4092,4,HOT,0
4092,3,Venti,1000
4092,11,기본,0
4093,5,ICE,0
4093,1,Tall,0
4093,6,샷 추가 (+1),500
4094,4,HOT,0
4094,1,Tall,0
4094,11,기본,0
4094,7,바닐라 시럽,300
4095,4,HOT,0
4095,1,Tall,0
4096,4,HOT,0
4096,2,Grande,500
4097,4,HOT,0
4097,2,Grande,500
4098,4,HOT,0
4098,1,Tall,0
4098,11,기본,0
4099,4,HOT,0
4099,2,Grande,500
4099,11,기본,0
4100,4,HOT,0
4100,1,Tall,0
4100,8,헤이즐넛 시럽,300
4101,4,HOT,0
4101,1,Tall,0
4101,11,기본,0
4101,6,샷 추가 (+1),500
4102,4,HOT,0
4102,1,Tall,0
4102,11,기본,0
4103,4,HOT,0
4103,2,Grande,500
4104,4,HOT,0
4104,1,Tall,0
4105,4,HOT,0
4105,2,Grande,500
4105,13,더 달게,0
4106,5,ICE,0
4106,1,Tall,0
4106,13,더 달게,0
4107,4,HOT,0
4107,2,Grande,500
4107,9,카라멜 시럽,300
4108,4,HOT,0
4108,3,Venti,1000
4108,12,덜 달게,0
4109,5,ICE,0
4109,1,Tall,0
4110,4,HOT,0
4110,1,Tall,0
4110,12,덜 달게,0
4111,4,HOT,0
4111,2,Grande,500
4111,11,기본,0
4111,6,샷 추가 (+1),500
4112,5,ICE,0
4112,3,Venti,1000
4112,13,더 달게,0
4112,6,샷 추가 (+1),500
4113,4,HOT,0
4113,2,Grande,500
4113,12,덜 달게,0
4113,8,헤이즐넛 시럽,300
4114,5,ICE,0
4114,3,Venti,1000
4114,7,바닐라 시럽,300
4115,4,HOT,0
4115,1,Tall,0
4115,6,샷 추가 (+1),500
4116,4,HOT,0
4116,1,Tall,0
4116,11,기본,0
4117,5,ICE,0
4117,2,Grande,500
4117,11,기본,0
4117,7,바닐라 시럽,300
4118,4,HOT,0
4118,3,Venti,1000
4118,12,덜 달게,0
4118,7,바닐라 시럽,300
4119,5,ICE,0
4119,2,Grande,500
4119,6,샷 추가 (+1),500
4120,5,ICE,0
4120,1,Tall,0
4120,11,기본,0
4121,4,HOT,0
4121,1,Tall,0
4122,5,ICE,0
4122,2,Grande,500
4123,4,HOT,0
4123,2,Grande,500
4123,6,샷 추가 (+1),500
4124,5,ICE,0
4124,3,Venti,1000
4125,4,HOT,0
4125,3,Venti,1000
4125,6,샷 추가 (+1),500
4126,4,HOT,0
4126,2,Grande,500
4126,12,덜 달게,0
4127,4,HOT,0
4127,1,Tall,0
4127,11,기본,0
4127,6,샷 추가 (+1),500
4128,4,HOT,0
4128,2,Grande,500
4128,11,기본,0
4128,6,샷 추가 (+1),500
4129,5,ICE,0
4129,2,Grande,500
4130,5,ICE,0
4130,3,Venti,1000
4130,13,더 달게,0
4131,5,ICE,0
4131,2,Grande,500
4132,5,ICE,0
4132,1,Tall,0
4133,4,HOT,0
4133,1,Tall,0
4133,6,샷 추가 (+1),500
4134,4,HOT,0
4134,3,Venti,1000
4134,13,더 달게,0
4135,4,HOT,0
4135,2,Grande,500
4135,6,샷 추가 (+1),500
4136,4,HOT,0
4136,2,Grande,500
4136,6,샷 추가 (+1),500
4136,8,헤이즐넛 시럽,300
4137,4,HOT,0
4137,2,Grande,500
4137,8,헤이즐넛 시럽,300
4138,5,ICE,0
4138,3,Venti,1000
4138,6,샷 추가 (+1),500
4139,4,HOT,0
4139,2,Grande,500
4139,9,카라멜 시럽,300
4140,5,ICE,0
4140,1,Tall,0
4140,13,더 달게,0
4140,9,카라멜 시럽,300
4141,4,HOT,0
4141,2,Grande,500
4142,5,ICE,0
4142,1,Tall,0
4142,11,기본,0
4142,7,바닐라 시럽,300
4143,4,HOT,0
4143,1,Tall,0
4143,12,덜 달게,0
4143,9,카라멜 시럽,300
4144,4,HOT,0
4144,1,Tall,0
4145,4,HOT,0
4145,1,Tall,0
4145,6,샷 추가 (+1),500
4146,4,HOT,0
4146,3,Venti,1000
4146,6,샷 추가 (+1),500
4146,10,휘핑크림 추가,500
4147,5,ICE,0
4147,2,Grande,500
4147,11,기본,0
4148,4,HOT,0
4148,3,Venti,1000
4149,4,HOT,0
4149,1,Tall,0
4149,11,기본,0
4149,6,샷 추가 (+1),500
4149,9,카라멜 시럽,300
4150,4,HOT,0
4150,2,Grande,500
4150,11,기본,0
4150,6,샷 추가 (+1),500
4151,5,ICE,0
4151,2,Grande,500
4151,11,기본,0
4151,6,샷 추가 (+1),500
4152,4,HOT,0
4152,2,Grande,500
4152,12,덜 달게,0
4153,5,ICE,0
4153,1,Tall,0
4154,4,HOT,0
4154,2,Grande,500
4154,11,기본,0
4155,4,HOT,0
4155,3,Venti,1000
4156,4,HOT,0
4156,1,Tall,0
4156,12,덜 달게,0
4157,4,HOT,0
4157,1,Tall,0
4157,6,샷 추가 (+1),500
4158,5,ICE,0
4158,1,Tall,0
4159,4,HOT,0
4159,2,Grande,500
4159,11,기본,0
4160,4,HOT,0
4160,1,Tall,0
4160,12,덜 달게,0
4160,7,바닐라 시럽,300
4161,4,HOT,0
4161,2,Grande,500
4161,11,기본,0
4162,5,ICE,0
4162,1,Tall,0
4162,11,기본,0
4162,8,헤이즐넛 시럽,300
4163,4,HOT,0
4163,1,Tall,0
4163,13,더 달게,0
4164,4,HOT,0
4164,2,Grande,500
4164,11,기본,0
4165,5,ICE,0
4165,1,Tall,0
4166,4,HOT,0
4166,1,Tall,0
4166,12,덜 달게,0
4167,5,ICE,0
4167,1,Tall,0
4167,11,기본,0
4168,4,HOT,0
4168,3,Venti,1000
4168,6,샷 추가 (+1),500
4169,4,HOT,0
4169,2,Grande,500
4170,5,ICE,0
4170,1,Tall,0
4170,12,덜 달게,0
4170,6,샷 추가 (+1),500
4171,5,ICE,0
4171,2,Grande,500
4172,4,HOT,0
4172,2,Grande,500
4172,6,샷 추가 (+1),500
4173,5,ICE,0
4173,1,Tall,0
4174,4,HOT,0
4174,3,Venti,1000
4174,12,덜 달게,0
4175,4,HOT,0
4175,1,Tall,0
4175,11,기본,0
4175,6,샷 추가 (+1),500
4175,10,휘핑크림 추가,500
4176,4,HOT,0
4176,1,Tall,0
4177,4,HOT,0
4177,3,Venti,1000
4177,12,덜 달게,0
4177,10,휘핑크림 추가,500
4178,4,HOT,0
4178,3,Venti,1000
4178,12,덜 달게,0
4178,10,휘핑크림 추가,500
4179,5,ICE,0
4179,2,Grande,500
4179,11,기본,0
4180,5,ICE,0
4180,2,Grande,500
4180,12,덜 달게,0
4181,4,HOT,0
4181,2,Grande,500
4181,12,덜 달게,0
4182,4,HOT,0
4182,2,Grande,500
4183,5,ICE,0
4183,2,Grande,500
4183,11,기본,0
4184,5,ICE,0
4184,2,Grande,500
4184,13,더 달게,0
4184,10,휘핑크림 추가,500
4185,5,ICE,0
4185,1,Tall,0
4185,12,덜 달게,0
4186,5,ICE,0
4186,1,Tall,0
4187,4,HOT,0
4187,1,Tall,0
4187,12,덜 달게,0
4187,8,헤이즐넛 시럽,300
4188,4,HOT,0
4188,2,Grande,500
4188,7,바닐라 시럽,300
4189,5,ICE,0
4189,1,Tall,0
4189,9,카라멜 시럽,300
4190,5,ICE,0
4190,1,Tall,0
4190,12,덜 달게,0
4190,7,바닐라 시럽,300
4191,5,ICE,0
4191,2,Grande,500
4192,5,ICE,0
4192,1,Tall,0
4192,11,기본,0
4192,6,샷 추가 (+1),500
4192,10,휘핑크림 추가,500
4193,5,ICE,0
4193,2,Grande,500
4193,10,휘핑크림 추가,500
4194,5,ICE,0
4194,2,Grande,500
4194,11,기본,0
4195,5,ICE,0
4195,1,Tall,0
4195,13,더 달게,0
4196,5,ICE,0
4196,1,Tall,0
4197,5,ICE,0
4197,1,Tall,0
4197,11,기본,0
4198,5,ICE,0
4198,1,Tall,0
4199,5,ICE,0
4199,3,Venti,1000
4199,12,덜 달게,0
4200,4,HOT,0
4200,2,Grande,500
4200,12,덜 달게,0
4200,9,카라멜 시럽,300
4200,10,휘핑크림 추가,500
4201,4,HOT,0
4201,2,Grande,500
4201,13,더 달게,0
4201,6,샷 추가 (+1),500
4202,5,ICE,0
4202,1,Tall,0
4202,13,더 달게,0
4203,4,HOT,0
4203,1,Tall,0
4203,10,휘핑크림 추가,500
4204,4,HOT,0
4204,3,Venti,1000
4204,6,샷 추가 (+1),500
4204,10,휘핑크림 추가,500
4205,4,HOT,0
4205,2,Grande,500
4205,12,덜 달게,0
4205,10,휘핑크림 추가,500
4206,5,ICE,0
4206,2,Grande,500
4207,4,HOT,0
4207,1,Tall,0
4207,13,더 달게,0
4207,9,카라멜 시럽,300
4208,4,HOT,0
4208,1,Tall,0
4208,12,덜 달게,0
4208,6,샷 추가 (+1),500
4209,4,HOT,0
4209,1,Tall,0
4209,13,더 달게,0
4210,4,HOT,0
4210,3,Venti,1000
4210,12,덜 달게,0
4210,9,카라멜 시럽,300
4211,4,HOT,0
4211,1,Tall,0
4211,12,덜 달게,0
4211,6,샷 추가 (+1),500
4212,4,HOT,0
4212,2,Grande,500
4213,5,ICE,0
4213,1,Tall,0
4213,11,기본,0
4213,6,샷 추가 (+1),500
4213,10,휘핑크림 추가,500
4214,5,ICE,0
4214,2,Grande,500
4214,6,샷 추가 (+1),500
4215,5,ICE,0
4215,1,Tall,0
4216,4,HOT,0
4216,2,Grande,500
4216,11,기본,0
4216,6,샷 추가 (+1),500
4217,4,HOT,0
4217,3,Venti,1000
4218,5,ICE,0
4218,2,Grande,500
4218,6,샷 추가 (+1),500
4219,5,ICE,0
4219,2,Grande,500
4219,11,기본,0
4220,4,HOT,0
4220,1,Tall,0
4220,9,카라멜 시럽,300
4221,4,HOT,0
4221,2,Grande,500
4221,11,기본,0
4221,6,샷 추가 (+1),500
4222,5,ICE,0
4222,2,Grande,500
4222,6,샷 추가 (+1),500
4223,4,HOT,0
4223,2,Grande,500
4223,12,덜 달게,0
4223,10,휘핑크림 추가,500
4224,4,HOT,0
4224,2,Grande,500
4224,11,기본,0
4224,7,바닐라 시럽,300
4225,5,ICE,0
4225,2,Grande,500
4225,9,카라멜 시럽,300
4226,4,HOT,0
4226,2,Grande,500
4226,11,기본,0
4226,7,바닐라 시럽,300
4227,4,HOT,0
4227,1,Tall,0
4228,4,HOT,0
4228,1,Tall,0
4228,12,덜 달게,0
4228,6,샷 추가 (+1),500
4228,8,헤이즐넛 시럽,300
4229,4,HOT,0
4229,2,Grande,500
4230,4,HOT,0
4230,3,Venti,1000
4230,11,기본,0
4230,6,샷 추가 (+1),500
4231,5,ICE,0
4231,1,Tall,0
4231,6,샷 추가 (+1),500
4232,4,HOT,0
4232,3,Venti,1000
4232,13,더 달게,0
4232,10,휘핑크림 추가,500
4233,5,ICE,0
4233,1,Tall,0
4234,5,ICE,0
4234,1,Tall,0
4234,12,덜 달게,0
4235,4,HOT,0
4235,2,Grande,500
4235,12,덜 달게,0
4235,8,헤이즐넛 시럽,300
4236,4,HOT,0
4236,2,Grande,500
4237,4,HOT,0
4237,1,Tall,0
4238,4,HOT,0
4238,2,Grande,500
4238,6,샷 추가 (+1),500
4239,4,HOT,0
4239,2,Grande,500
4239,11,기본,0
4239,6,샷 추가 (+1),500
4240,5,ICE,0
4240,3,Venti,1000
4240,11,기본,0
4240,7,바닐라 시럽,300
4241,5,ICE,0
4241,2,Grande,500
4241,12,덜 달게,0
4242,4,HOT,0
4242,1,Tall,0
4242,13,더 달게,0
4243,4,HOT,0
4243,2,Grande,500
4243,13,더 달게,0
4244,4,HOT,0
4244,1,Tall,0
4245,4,HOT,0
4245,1,Tall,0
4245,11,기본,0
4245,6,샷 추가 (+1),500
4246,4,HOT,0
4246,2,Grande,500
4247,4,HOT,0
4247,1,Tall,0
4247,11,기본,0
4248,4,HOT,0
4248,2,Grande,500
4248,13,더 달게,0
4249,4,HOT,0
4249,2,Grande,500
4249,13,더 달게,0
4250,4,HOT,0
4250,1,Tall,0
4251,5,ICE,0
4251,1,Tall,0
4252,4,HOT,0
4252,1,Tall,0
4252,12,덜 달게,0
4252,6,샷 추가 (+1),500
4253,4,HOT,0
4253,3,Venti,1000
4253,13,더 달게,0
4253,7,바닐라 시럽,300
4254,4,HOT,0
4254,2,Grande,500
4255,4,HOT,0
4255,1,Tall,0
4255,11,기본,0
4256,4,HOT,0
4256,1,Tall,0
4256,11,기본,0
4257,4,HOT,0
4257,3,Venti,1000
4258,4,HOT,0
4258,2,Grande,500
4258,11,기본,0
4258,7,바닐라 시럽,300
4259,4,HOT,0
4259,2,Grande,500
4259,6,샷 추가 (+1),500
4259,10,휘핑크림 추가,500
4260,4,HOT,0
4260,3,Venti,1000
4260,13,더 달게,0
4261,4,HOT,0
4261,2,Grande,500
4262,4,HOT,0
4262,3,Venti,1000
4262,6,샷 추가 (+1),500
4263,4,HOT,0
4263,3,Venti,1000
4263,13,더 달게,0
4264,5,ICE,0
4264,2,Grande,500
4264,6,샷 추가 (+1),500
4265,5,ICE,0
4265,1,Tall,0
4265,6,샷 추가 (+1),500
4266,5,ICE,0
4266,3,Venti,1000
4266,9,카라멜 시럽,300
4267,5,ICE,0
4267,1,Tall,0
4267,11,기본,0
4267,6,샷 추가 (+1),500
4268,4,HOT,0
4268,3,Venti,1000
4268,11,기본,0
4268,7,바닐라 시럽,300
4269,4,HOT,0
4269,1,Tall,0
4269,6,샷 추가 (+1),500
4270,4,HOT,0
4270,1,Tall,0
4270,13,더 달게,0
4270,8,헤이즐넛 시럽,300
4271,4,HOT,0
4271,1,Tall,0
4271,11,기본,0
4272,4,HOT,0
4272,1,Tall,0
4272,13,더 달게,0
4272,6,샷 추가 (+1),500
4273,5,ICE,0
4273,2,Grande,500
4273,13,더 달게,0
4274,5,ICE,0
4274,2,Grande,500
4274,13,더 달게,0
4274,9,카라멜 시럽,300
4275,4,HOT,0
4275,1,Tall,0
4275,13,더 달게,0
4275,6,샷 추가 (+1),500
4275,10,휘핑크림 추가,500
4276,5,ICE,0
4276,2,Grande,500
4276,12,덜 달게,0
4276,7,바닐라 시럽,300
4277,5,ICE,0
4277,2,Grande,500
4278,5,ICE,0
4278,1,Tall,0
4278,7,바닐라 시럽,300
4279,5,ICE,0
4279,2,Grande,500
4279,11,기본,0
4279,6,샷 추가 (+1),500
4279,9,카라멜 시럽,300
4280,5,ICE,0
4280,2,Grande,500
4280,6,샷 추가 (+1),500
4281,5,ICE,0
4281,2,Grande,500
4282,4,HOT,0
4282,2,Grande,500
4282,11,기본,0
4283,5,ICE,0
4283,1,Tall,0
4283,6,샷 추가 (+1),500
4284,5,ICE,0
4284,2,Grande,500
4284,7,바닐라 시럽,300
4285,4,HOT,0
4285,1,Tall,0
4286,5,ICE,0
4286,2,Grande,500
4286,11,기본,0
4286,6,샷 추가 (+1),500
4287,4,HOT,0
4287,1,Tall,0
4287,13,더 달게,0
4288,5,ICE,0
4288,1,Tall,0
4288,11,기본,0
4288,6,샷 추가 (+1),500
4288,7,바닐라 시럽,300
4289,4,HOT,0
4289,1,Tall,0
4289,12,덜 달게,0
4290,4,HOT,0
4290,2,Grande,500
4291,5,ICE,0
4291,1,Tall,0
4291,13,더 달게,0
4292,5,ICE,0
4292,3,Venti,1000
4292,13,더 달게,0
4293,4,HOT,0
4293,2,Grande,500
4293,13,더 달게,0
4293,8,헤이즐넛 시럽,300
4294,5,ICE,0
4294,1,Tall,0
4295,5,ICE,0
4295,2,Grande,500
4296,4,HOT,0
4296,2,Grande,500
4296,11,기본,0
4297,4,HOT,0
4297,1,Tall,0
4297,13,더 달게,0
4298,4,HOT,0
4298,2,Grande,500
4298,13,더 달게,0
4299,5,ICE,0
4299,3,Venti,1000
4299,11,기본,0
4300,4,HOT,0
4300,2,Grande,500
4300,6,샷 추가 (+1),500
4300,8,헤이즐넛 시럽,300
4301,4,HOT,0
4301,1,Tall,0
4301,11,기본,0
4302,4,HOT,0
4302,1,Tall,0
4302,12,덜 달게,0
4302,10,휘핑크림 추가,500
4303,5,ICE,0
4303,2,Grande,500
4303,12,덜 달게,0
4304,5,ICE,0
4304,2,Grande,500
4304,11,기본,0
4305,4,HOT,0
4305,3,Venti,1000
4305,11,기본,0
4306,5,ICE,0
4306,1,Tall,0
4306,11,기본,0
4307,4,HOT,0
4307,1,Tall,0
4308,5,ICE,0
4308,1,Tall,0
4308,6,샷 추가 (+1),500
4308,10,휘핑크림 추가,500
4309,5,ICE,0
4309,2,Grande,500
4309,8,헤이즐넛 시럽,300
4309,10,휘핑크림 추가,500
4310,4,HOT,0
4310,3,Venti,1000
4310,12,덜 달게,0
4310,6,샷 추가 (+1),500
4310,8,헤이즐넛 시럽,300
4311,4,HOT,0
4311,2,Grande,500
4312,5,ICE,0
4312,1,Tall,0
4312,11,기본,0
4313,5,ICE,0
4313,1,Tall,0
4313,13,더 달게,0
4313,6,샷 추가 (+1),500
4313,10,휘핑크림 추가,500
4314,5,ICE,0
4314,2,Grande,500
4314,11,기본,0
4315,5,ICE,0
4315,2,Grande,500
4315,13,더 달게,0
4315,8,헤이즐넛 시럽,300
4316,5,ICE,0
4316,1,Tall,0
4316,13,더 달게,0
4317,5,ICE,0
4317,2,Grande,500
4317,11,기본,0
4318,5,ICE,0
4318,3,Venti,1000
4318,11,기본,0
4318,6,샷 추가 (+1),500
4319,4,HOT,0
4319,1,Tall,0
4319,11,기본,0
4320,5,ICE,0
4320,3,Venti,1000
4321,4,HOT,0
4321,3,Venti,1000
4322,4,HOT,0
4322,2,Grande,500
4323,4,HOT,0
4323,1,Tall,0
4324,5,ICE,0
4324,1,Tall,0
4324,11,기본,0
4324,9,카라멜 시럽,300
4325,4,HOT,0
4325,2,Grande,500
4325,13,더 달게,0
4325,6,샷 추가 (+1),500
4326,4,HOT,0
4326,2,Grande,500
4326,11,기본,0
4326,6,샷 추가 (+1),500
4327,5,ICE,0
4327,1,Tall,0
4328,5,ICE,0
4328,2,Grande,500
4328,11,기본,0
4328,6,샷 추가 (+1),500
4329,4,HOT,0
4329,2,Grande,500
4329,11,기본,0
4329,6,샷 추가 (+1),500
4330,5,ICE,0
4330,3,Venti,1000
4330,13,더 달게,0
4330,6,샷 추가 (+1),500
4331,4,HOT,0
4331,3,Venti,1000
4331,6,샷 추가 (+1),500
4332,4,HOT,0
4332,2,Grande,500
4332,12,덜 달게,0
4333,5,ICE,0
4333,3,Venti,1000
4334,5,ICE,0
4334,3,Venti,1000
4334,13,더 달게,0
4335,5,ICE,0
4335,1,Tall,0
4335,11,기본,0
4335,10,휘핑크림 추가,500
4336,4,HOT,0
4336,1,Tall,0
4336,12,덜 달게,0
4337,4,HOT,0
4337,2,Grande,500
4337,11,기본,0
4338,4,HOT,0
4338,1,Tall,0
4339,4,HOT,0
4339,3,Venti,1000
4339,11,기본,0
4340,5,ICE,0
4340,1,Tall,0
4340,13,더 달게,0
4341,5,ICE,0
4341,2,Grande,500
4341,12,덜 달게,0
4341,6,샷 추가 (+1),500
4341,9,카라멜 시럽,300
4342,4,HOT,0
4342,2,Grande,500
4342,11,기본,0
4342,9,카라멜 시럽,300
4343,4,HOT,0
4343,3,Venti,1000
4343,13,더 달게,0
4343,9,카라멜 시럽,300
4344,5,ICE,0
4344,2,Grande,500
4344,11,기본,0
4344,6,샷 추가 (+1),500
4344,8,헤이즐넛 시럽,300
4345,5,ICE,0
4345,1,Tall,0
4345,10,휘핑크림 추가,500
4346,4,HOT,0
4346,1,Tall,0
4346,13,더 달게,0
4347,4,HOT,0
4347,1,Tall,0
4347,11,기본,0
4347,6,샷 추가 (+1),500
4348,4,HOT,0
4348,2,Grande,500
4348,11,기본,0
4349,5,ICE,0
4349,3,Venti,1000
4349,13,더 달게,0
4350,5,ICE,0
4350,1,Tall,0
4350,12,덜 달게,0
4351,5,ICE,0
4351,2,Grande,500
4352,5,ICE,0
4352,2,Grande,500
4352,10,휘핑크림 추가,500
4353,4,HOT,0
4353,1,Tall,0
4354,4,HOT,0
4354,3,Venti,1000
4354,12,덜 달게,0
4355,5,ICE,0
4355,2,Grande,500
4355,11,기본,0
4356,4,HOT,0
4356,1,Tall,0
4356,11,기본,0
4356,6,샷 추가 (+1),500
4357,5,ICE,0
4357,2,Grande,500
4358,4,HOT,0
4358,2,Grande,500
4358,12,덜 달게,0
4358,10,휘핑크림 추가,500
4359,4,HOT,0
4359,2,Grande,500
4359,6,샷 추가 (+1),500
4360,4,HOT,0
4360,2,Grande,500
4360,11,기본,0
4361,4,HOT,0
4361,1,Tall,0
4362,4,HOT,0
4362,2,Grande,500
4362,9,카라멜 시럽,300
4363,5,ICE,0
4363,1,Tall,0
