session_uuid,kiosk_id,started_at,ended_at,estimated_gender,estimated_age_group,end_reason,is_simple_mode,help_triggered,status
session_R0269,1,2026-10-23T06:38:00,2026-10-23T07:01:00,M,50+,order_completed,0,0,ended
session_R0270,1,2026-06-26T13:41:00,2026-06-26T13:59:00,F,50+,order_completed,0,0,ended
session_R0271,1,2026-07-08T07:55:00,2026-07-08T08:50:00,F,30~39,order_completed,0,0,ended
session_R0272,1,2026-08-15T15:19:00,2026-08-15T15:26:00,M,50+,order_completed,0,0,ended
session_R0273,1,2026-05-13T11:28:00,2026-05-13T12:23:00,M,20~29,order_completed,0,0,ended
session_R0274,1,2026-11-13T20:50:00,2026-11-13T21:28:00,F,20~29,order_completed,0,0,ended
session_R0275,1,2026-04-03T21:08:00,2026-04-03T21:49:00,M,20~29,order_completed,0,0,ended
session_R0276,1,2026-10-02T19:15:00,2026-10-02T19:50:00,M,30~39,order_completed,0,0,ended
session_R0277,1,2026-09-17T10:02:00,2026-09-17T10:35:00,M,30~39,order_completed,0,0,ended
session_R0278,1,2026-03-02T14:28:00,2026-03-02T14:46:00,M,30~39,order_completed,1,0,ended
session_R0279,1,2026-09-01T09:45:00,2026-09-01T10:13:00,M,40~49,order_completed,1,0,ended
session_R0280,1,2026-08-25T22:23:00,2026-08-25T22:43:00,F,30~39,order_completed,0,0,ended
session_R0281,1,2026-02-08T14:09:00,2026-02-08T14:36:00,F,30~39,order_completed,1,0,ended
session_R0282,1,2026-04-08T07:22:00,2026-04-08T08:06:00,M,30~39,order_completed,0,0,ended
session_R0283,1,2026-01-05T11:07:00,2026-01-05T11:27:00,M,50+,order_completed,0,0,ended
session_R0284,1,2026-03-20T17:27:00,2026-03-20T17:51:00,F,50+,order_completed,0,0,ended
session_R0285,1,2026-10-17T09:08:00,2026-10-17T09:35:00,F,40~49,order_completed,0,0,ended
session_R0286,1,2026-09-15T18:44:00,2026-09-15T19:35:00,M,20~29,order_completed,1,0,ended
session_R0287,1,2026-03-07T15:36:00,2026-03-07T15:55:00,F,40~49,order_completed,0,0,ended
session_R0288,1,2026-01-25T06:44:00,2026-01-25T07:03:00,F,30~39,order_completed,1,0,ended
session_R0289,1,2026-08-27T20:57:00,2026-08-27T21:35:00,M,20~29,order_completed,0,0,ended
session_R0290,1,2026-07-21T19:38:00,2026-07-21T20:34:00,F,40~49,order_completed,0,0,ended
session_R0291,1,2026-04-24T10:55:00,2026-04-24T11:24:00,M,20~29,order_completed,0,0,ended
session_R0292,1,2026-09-03T22:51:00,2026-09-03T23:22:00,F,40~49,order_completed,1,0,ended
session_R0293,1,2026-11-10T14:27:00,2026-11-10T15:14:00,M,30~39,order_completed,0,0,ended
session_R0294,1,2026-07-02T09:11:00,2026-07-02T10:03:00,F,30~39,order_completed,0,0,ended
session_R0295,1,2026-03-12T13:38:00,2026-03-12T13:55:00,M,30~39,order_completed,1,0,ended
session_R0296,1,2026-07-11T09:05:00,2026-07-11T09:50:00,M,20~29,order_completed,0,0,ended
session_R0297,1,2026-06-20T06:26:00,2026-06-20T07:11:00,M,50+,order_completed,0,1,ended
session_R0298,1,2026-01-20T21:04:00,2026-01-20T21:40:00,M,30~39,order_completed,0,0,ended
session_R0299,1,2026-11-30T14:17:00,2026-11-30T14:33:00,M,50+,order_completed,0,0,ended
session_R0300,1,2026-12-02T16:38:00,2026-12-02T17:08:00,F,20~29,order_completed,1,0,ended
session_R0301,1,2026-03-30T14:56:00,2026-03-30T15:26:00,F,20~29,order_completed,1,0,ended
session_R0302,1,2026-07-19T20:55:00,2026-07-19T21:24:00,F,30~39,order_completed,0,0,ended
session_R0303,1,2026-08-07T14:51:00,2026-08-07T15:27:00,F,40~49,order_completed,0,0,ended
session_R0304,1,2026-12-03T19:52:00,2026-12-03T20:51:00,F,40~49,order_completed,0,0,ended
session_R0305,1,2026-03-05T10:22:00,2026-03-05T11:02:00,M,40~49,order_completed,0,0,ended
session_R0306,1,2026-11-08T06:46:00,2026-11-08T06:57:00,F,50+,order_completed,0,0,ended
session_R0307,1,2026-11-04T09:17:00,2026-11-04T09:50:00,F,40~49,order_completed,1,0,ended
session_R0308,1,2026-11-18T06:41:00,2026-11-18T07:05:00,M,40~49,order_completed,1,0,ended
session_R0309,1,2026-05-07T09:38:00,2026-05-07T09:49:00,M,40~49,order_completed,0,0,ended
session_R0310,1,2026-09-02T19:49:00,2026-09-02T20:29:00,M,40~49,order_completed,0,0,ended
session_R0311,1,2026-09-12T14:40:00,2026-09-12T15:30:00,F,40~49,order_completed,0,0,ended
session_R0312,1,2026-02-11T13:50:00,2026-02-11T14:33:00,M,50+,order_completed,1,0,ended
session_R0313,1,2026-09-29T06:30:00,2026-09-29T07:16:00,M,50+,order_completed,0,0,ended
session_R0314,1,2026-05-04T17:32:00,2026-05-04T17:52:00,M,30~39,order_completed,0,0,ended
session_R0315,1,2026-03-06T15:26:00,2026-03-06T16:01:00,M,20~29,order_completed,0,0,ended
session_R0316,1,2026-07-25T21:58:00,2026-07-25T22:49:00,M,30~39,order_completed,0,0,ended
session_R0317,1,2026-02-27T07:12:00,2026-02-27T08:00:00,M,30~39,order_completed,0,0,ended
session_R0318,1,2026-12-07T18:20:00,2026-12-07T18:50:00,F,40~49,order_completed,0,0,ended
session_R0319,1,2026-09-05T14:39:00,2026-09-05T14:57:00,F,20~29,order_completed,0,0,ended
session_R0320,1,2026-04-18T22:35:00,2026-04-18T23:31:00,F,20~29,order_completed,0,0,ended
session_R0321,1,2026-06-27T06:15:00,2026-06-27T06:58:00,M,50+,order_completed,0,1,ended
session_R0322,1,2026-03-02T14:59:00,2026-03-02T15:20:00,M,40~49,order_completed,0,0,ended
session_R0323,1,2026-07-10T06:15:00,2026-07-10T07:07:00,M,50+,order_completed,0,0,ended
session_R0324,1,2026-12-10T19:04:00,2026-12-10T19:42:00,F,50+,order_completed,0,0,ended
session_R0325,1,2026-02-24T20:39:00,2026-02-24T21:33:00,F,40~49,order_completed,0,0,ended
session_R0326,1,2026-05-07T20:52:00,2026-05-07T21:25:00,F,40~49,order_completed,0,0,ended
session_R0327,1,2026-02-13T16:13:00,2026-02-13T16:26:00,M,30~39,order_completed,1,0,ended
session_R0328,1,2026-08-05T19:40:00,2026-08-05T19:58:00,F,20~29,order_completed,0,0,ended
session_R0329,1,2026-12-15T20:11:00,2026-12-15T20:38:00,M,40~49,order_completed,1,0,ended
session_R0330,1,2026-01-16T10:13:00,2026-01-16T10:52:00,F,50+,order_completed,0,0,ended
session_R0331,1,2026-07-18T08:53:00,2026-07-18T09:44:00,F,50+,order_completed,1,0,ended
session_R0332,1,2026-08-26T21:06:00,2026-08-26T21:25:00,F,50+,order_completed,0,0,ended
session_R0333,1,2026-05-16T19:25:00,2026-05-16T20:15:00,F,30~39,order_completed,1,0,ended
session_R0334,1,2026-08-02T10:29:00,2026-08-02T11:28:00,M,30~39,order_completed,0,0,ended
session_R0335,1,2026-06-16T15:45:00,2026-06-16T15:52:00,M,40~49,order_completed,0,0,ended
session_R0336,1,2026-05-23T18:43:00,2026-05-23T19:31:00,F,40~49,order_completed,0,0,ended
session_R0337,1,2026-03-31T21:45:00,2026-03-31T22:39:00,F,20~29,order_completed,0,0,ended
session_R0338,1,2026-12-14T20:45:00,2026-12-14T21:13:00,F,30~39,order_completed,1,0,ended
session_R0339,1,2026-05-28T22:35:00,2026-05-28T22:59:00,F,50+,order_completed,1,0,ended
session_R0340,1,2026-07-29T07:19:00,2026-07-29T07:49:00,M,20~29,order_completed,0,0,ended
session_R0341,1,2026-09-22T15:19:00,2026-09-22T16:11:00,F,30~39,order_completed,0,0,ended
session_R0342,1,2026-01-05T20:17:00,2026-01-05T21:13:00,F,50+,order_completed,0,0,ended
session_R0343,1,2026-05-07T19:32:00,2026-05-07T19:59:00,M,40~49,order_completed,1,0,ended
session_R0344,1,2026-05-19T22:58:00,2026-05-19T23:53:00,F,40~49,order_completed,0,0,ended
session_R0345,1,2026-11-02T16:27:00,2026-11-02T17:11:00,M,40~49,order_completed,0,0,ended
session_R0346,1,2026-03-02T08:23:00,2026-03-02T09:05:00,F,50+,order_completed,0,0,ended
session_R0347,1,2026-01-14T21:46:00,2026-01-14T22:33:00,F,20~29,order_completed,0,0,ended
session_R0348,1,2026-06-23T11:25:00,2026-06-23T12:12:00,F,50+,order_completed,0,0,ended
session_R0349,1,2026-06-16T07:41:00,2026-06-16T08:08:00,F,50+,order_completed,0,1,ended
session_R0350,1,2026-02-13T10:06:00,2026-02-13T10:37:00,F,30~39,order_completed,0,0,ended
session_R0351,1,2026-05-18T21:23:00,2026-05-18T21:39:00,M,50+,order_completed,0,0,ended
session_R0352,1,2026-06-12T13:18:00,2026-06-12T13:58:00,M,30~39,order_completed,0,0,ended
session_R0353,1,2026-02-15T09:29:00,2026-02-15T10:01:00,M,50+,order_completed,1,0,ended
session_R0354,1,2026-02-22T11:29:00,2026-02-22T12:22:00,M,50+,order_completed,1,0,ended
session_R0355,1,2026-02-09T18:48:00,2026-02-09T19:21:00,F,50+,order_completed,0,1,ended
session_R0356,1,2026-05-02T14:43:00,2026-05-02T15:19:00,M,40~49,order_completed,0,0,ended
session_R0357,1,2026-12-03T21:55:00,2026-12-03T22:28:00,F,30~39,order_completed,0,0,ended
session_R0358,1,2026-07-24T08:27:00,2026-07-24T08:43:00,F,50+,order_completed,1,0,ended
session_R0359,1,2026-06-03T11:15:00,2026-06-03T11:26:00,F,40~49,order_completed,0,0,ended
session_R0360,1,2026-06-04T18:14:00,2026-06-04T18:44:00,F,50+,order_completed,0,0,ended
session_R0361,1,2026-09-29T22:42:00,2026-09-29T22:50:00,F,40~49,order_completed,0,0,ended
session_R0362,1,2026-04-14T18:00:00,2026-04-14T18:48:00,M,30~39,order_completed,0,0,ended
session_R0363,1,2026-10-13T19:53:00,2026-10-13T20:39:00,M,40~49,order_completed,0,0,ended
session_R0364,1,2026-01-02T12:20:00,2026-01-02T13:08:00,F,50+,order_completed,0,0,ended
session_R0365,1,2026-12-18T20:22:00,2026-12-18T20:50:00,F,40~49,order_completed,0,0,ended
session_R0366,1,2026-12-27T22:44:00,2026-12-27T23:29:00,M,50+,order_completed,1,0,ended
session_R0367,1,2026-11-18T21:53:00,2026-11-18T22:09:00,M,50+,order_completed,0,0,ended
session_R0368,1,2026-10-19T21:22:00,2026-10-19T21:55:00,M,50+,order_completed,0,0,ended
session_R0369,1,2026-01-15T06:29:00,2026-01-15T07:09:00,M,30~39,order_completed,0,0,ended
session_R0370,1,2026-12-03T16:19:00,2026-12-03T16:28:00,F,40~49,order_completed,0,0,ended
session_R0371,1,2026-12-06T08:56:00,2026-12-06T09:04:00,F,20~29,order_completed,0,0,ended
session_R0372,1,2026-01-01T17:47:00,2026-01-01T18:10:00,M,40~49,order_completed,0,0,ended
session_R0373,1,2026-01-08T12:23:00,2026-01-08T12:46:00,M,40~49,order_completed,1,0,ended
session_R0374,1,2026-01-01T10:24:00,2026-01-01T11:10:00,F,50+,order_completed,0,0,ended
session_R0375,1,2026-11-11T11:18:00,2026-11-11T12:07:00,F,30~39,order_completed,0,1,ended
session_R0376,1,2026-02-12T10:09:00,2026-02-12T10:46:00,F,50+,order_completed,1,0,ended
session_R0377,1,2026-09-21T09:41:00,2026-09-21T10:29:00,F,20~29,order_completed,0,0,ended
session_R0378,1,2026-07-09T06:16:00,2026-07-09T07:00:00,F,50+,order_completed,0,0,ended
session_R0379,1,2026-04-08T06:03:00,2026-04-08T06:25:00,M,30~39,order_completed,0,0,ended
session_R0380,1,2026-10-15T07:24:00,2026-10-15T07:53:00,F,20~29,order_completed,0,0,ended
session_R0381,1,2026-02-20T19:10:00,2026-02-20T19:44:00,F,40~49,order_completed,0,0,ended
session_R0382,1,2026-05-27T07:05:00,2026-05-27T07:21:00,F,40~49,order_completed,0,0,ended
session_R0383,1,2026-01-29T09:48:00,2026-01-29T10:20:00,F,30~39,order_completed,1,0,ended
session_R0384,1,2026-07-06T19:19:00,2026-07-06T19:33:00,M,50+,order_completed,1,0,ended
session_R0385,1,2026-01-10T20:09:00,2026-01-10T20:51:00,F,40~49,order_completed,0,1,ended
session_R0386,1,2026-04-27T09:10:00,2026-04-27T10:08:00,F,40~49,order_completed,1,0,ended
session_R0387,1,2026-03-30T20:30:00,2026-03-30T20:53:00,M,40~49,order_completed,0,0,ended
session_R0388,1,2026-04-04T09:54:00,2026-04-04T10:16:00,M,50+,order_completed,0,0,ended
session_R0389,1,2026-12-27T08:08:00,2026-12-27T08:22:00,M,50+,order_completed,0,0,ended
session_R0390,1,2026-11-04T21:32:00,2026-11-04T22:02:00,F,30~39,order_completed,0,1,ended
session_R0391,1,2026-07-12T08:05:00,2026-07-12T08:18:00,M,20~29,order_completed,0,0,ended
session_R0392,1,2026-10-21T21:21:00,2026-10-21T21:57:00,F,40~49,order_completed,1,1,ended
session_R0393,1,2026-08-19T13:02:00,2026-08-19T13:43:00,M,30~39,order_completed,0,0,ended
session_R0394,1,2026-02-14T22:50:00,2026-02-14T23:12:00,M,50+,order_completed,0,0,ended
session_R0395,1,2026-05-22T14:48:00,2026-05-22T14:53:00,F,50+,order_completed,0,0,ended
session_R0396,1,2026-04-24T08:38:00,2026-04-24T09:35:00,F,50+,order_completed,1,0,ended
session_R0397,1,2026-03-06T11:35:00,2026-03-06T12:17:00,M,50+,order_completed,1,0,ended
session_R0398,1,2026-12-04T09:38:00,2026-12-04T10:22:00,M,30~39,order_completed,0,0,ended
session_R0399,1,2026-01-15T09:00:00,2026-01-15T09:42:00,F,50+,order_completed,0,0,ended
session_R0400,1,2026-07-07T13:42:00,2026-07-07T13:56:00,F,20~29,order_completed,0,0,ended
session_R0401,1,2026-02-21T18:45:00,2026-02-21T19:18:00,M,50+,order_completed,0,1,ended
session_R0402,1,2026-11-29T16:18:00,2026-11-29T17:00:00,F,40~49,order_completed,1,0,ended
session_R0403,1,2026-03-25T14:41:00,2026-03-25T15:16:00,F,40~49,order_completed,0,0,ended
session_R0404,1,2026-11-17T14:49:00,2026-11-17T15:07:00,M,20~29,order_completed,1,0,ended
session_R0405,1,2026-11-23T22:10:00,2026-11-23T22:21:00,F,30~39,order_completed,0,0,ended
session_R0406,1,2026-10-23T07:43:00,2026-10-23T08:41:00,F,40~49,order_completed,0,0,ended
session_R0407,1,2026-08-22T09:37:00,2026-08-22T10:16:00,F,40~49,order_completed,0,0,ended
session_R0408,1,2026-01-15T15:10:00,2026-01-15T16:09:00,M,50+,order_completed,1,0,ended
session_R0409,1,2026-10-12T14:48:00,2026-10-12T15:40:00,M,20~29,order_completed,0,0,ended
session_R0410,1,2026-08-16T07:15:00,2026-08-16T08:06:00,F,30~39,order_completed,0,0,ended
session_R0411,1,2026-01-30T14:58:00,2026-01-30T15:35:00,F,20~29,order_completed,0,0,ended
session_R0412,1,2026-04-16T10:21:00,2026-04-16T10:39:00,M,50+,order_completed,1,0,ended
session_R0413,1,2026-07-23T08:53:00,2026-07-23T09:41:00,F,50+,order_completed,0,0,ended
session_R0414,1,2026-09-01T22:22:00,2026-09-01T22:54:00,M,50+,order_completed,0,0,ended
session_R0415,1,2026-12-14T17:48:00,2026-12-14T18:16:00,F,50+,order_completed,0,0,ended
session_R0416,1,2026-11-07T19:57:00,2026-11-07T20:32:00,F,40~49,order_completed,1,0,ended
session_R0417,1,2026-08-15T06:31:00,2026-08-15T07:20:00,M,20~29,order_completed,0,0,ended
session_R0418,1,2026-07-24T13:23:00,2026-07-24T14:22:00,F,20~29,order_completed,0,0,ended
session_R0419,1,2026-02-12T09:37:00,2026-02-12T09:59:00,F,20~29,order_completed,0,0,ended
session_R0420,1,2026-03-05T15:45:00,2026-03-05T16:15:00,F,30~39,order_completed,1,0,ended
session_R0421,1,2026-01-01T14:40:00,2026-01-01T14:47:00,M,20~29,order_completed,0,0,ended
session_R0422,1,2026-03-27T13:02:00,2026-03-27T13:51:00,M,20~29,order_completed,0,0,ended
session_R0423,1,2026-11-11T14:09:00,2026-11-11T14:40:00,M,30~39,order_completed,0,0,ended
session_R0424,1,2026-05-22T22:12:00,2026-05-22T23:01:00,F,30~39,order_completed,0,0,ended
session_R0425,1,2026-09-03T17:07:00,2026-09-03T18:03:00,F,50+,order_completed,1,0,ended
session_R0426,1,2026-08-29T21:12:00,2026-08-29T21:41:00,F,20~29,order_completed,0,0,ended
session_R0427,1,2026-04-07T10:46:00,2026-04-07T11:16:00,F,20~29,order_completed,0,0,ended
session_R0428,1,2026-11-17T16:36:00,2026-11-17T17:13:00,M,30~39,order_completed,1,0,ended
session_R0429,1,2026-05-04T16:55:00,2026-05-04T17:23:00,F,40~49,order_completed,0,0,ended
session_R0430,1,2026-05-22T22:12:00,2026-05-22T22:52:00,M,20~29,order_completed,0,1,ended
session_R0431,1,2026-04-02T17:14:00,2026-04-02T18:04:00,M,50+,order_completed,1,0,ended
session_R0432,1,2026-02-03T06:43:00,2026-02-03T07:36:00,F,40~49,order_completed,1,0,ended
session_R0433,1,2026-08-26T16:20:00,2026-08-26T16:44:00,F,20~29,order_completed,0,0,ended
session_R0434,1,2026-09-12T07:08:00,2026-09-12T07:35:00,M,50+,order_completed,0,0,ended
session_R0435,1,2026-01-15T14:57:00,2026-01-15T15:44:00,M,50+,order_completed,0,0,ended
session_R0436,1,2026-11-11T20:54:00,2026-11-11T21:19:00,F,40~49,order_completed,0,0,ended
session_R0437,1,2026-11-25T15:03:00,2026-11-25T15:34:00,M,50+,order_completed,0,0,ended
session_R0438,1,2026-08-19T15:43:00,2026-08-19T16:42:00,F,40~49,order_completed,1,0,ended
session_R0439,1,2026-12-15T21:22:00,2026-12-15T22:15:00,F,20~29,order_completed,0,0,ended
session_R0440,1,2026-01-13T15:25:00,2026-01-13T16:09:00,F,20~29,order_completed,0,0,ended
session_R0441,1,2026-12-22T14:46:00,2026-12-22T15:34:00,M,30~39,order_completed,0,0,ended
session_R0442,1,2026-04-21T15:51:00,2026-04-21T16:12:00,F,30~39,order_completed,0,0,ended
session_R0443,1,2026-06-11T17:55:00,2026-06-11T18:40:00,M,30~39,order_completed,0,0,ended
session_R0444,1,2026-06-21T08:36:00,2026-06-21T09:09:00,M,30~39,order_completed,0,0,ended
session_R0445,1,2026-11-29T15:17:00,2026-11-29T15:50:00,M,20~29,order_completed,0,0,ended
session_R0446,1,2026-07-23T14:49:00,2026-07-23T14:55:00,M,40~49,order_completed,0,0,ended
session_R0447,1,2026-02-17T17:43:00,2026-02-17T18:31:00,M,50+,order_completed,0,0,ended
session_R0448,1,2026-12-07T18:01:00,2026-12-07T18:23:00,F,50+,order_completed,0,0,ended
session_R0449,1,2026-01-26T09:08:00,2026-01-26T09:51:00,M,50+,order_completed,0,0,ended
session_R0450,1,2026-12-23T08:40:00,2026-12-23T09:26:00,F,50+,order_completed,1,0,ended
session_R0451,1,2026-10-19T18:00:00,2026-10-19T18:32:00,F,50+,order_completed,0,0,ended
session_R0452,1,2026-12-08T15:32:00,2026-12-08T15:40:00,M,40~49,order_completed,0,0,ended
session_R0453,1,2026-04-09T07:11:00,2026-04-09T07:42:00,M,30~39,order_completed,0,0,ended
session_R0454,1,2026-12-01T16:12:00,2026-12-01T16:55:00,F,30~39,order_completed,1,0,ended
session_R0455,1,2026-02-15T08:56:00,2026-02-15T09:16:00,F,30~39,order_completed,0,0,ended
session_R0456,1,2026-07-31T12:13:00,2026-07-31T13:03:00,F,50+,order_completed,0,0,ended
session_R0457,1,2026-11-23T12:22:00,2026-11-23T12:53:00,F,30~39,order_completed,0,0,ended
session_R0458,1,2026-10-04T15:10:00,2026-10-04T15:42:00,F,30~39,order_completed,0,0,ended
session_R0459,1,2026-02-11T06:23:00,2026-02-11T06:43:00,F,30~39,order_completed,1,1,ended
session_R0460,1,2026-04-21T18:59:00,2026-04-21T19:11:00,M,20~29,order_completed,0,0,ended
session_R0461,1,2026-05-18T12:52:00,2026-05-18T13:03:00,F,50+,order_completed,0,0,ended
session_R0462,1,2026-10-16T17:06:00,2026-10-16T17:47:00,F,50+,order_completed,0,0,ended
session_R0463,1,2026-09-28T10:55:00,2026-09-28T11:37:00,F,30~39,order_completed,0,1,ended
session_R0464,1,2026-06-18T10:04:00,2026-06-18T10:52:00,F,50+,order_completed,0,0,ended
session_R0465,1,2026-09-13T20:57:00,2026-09-13T21:40:00,F,20~29,order_completed,0,0,ended
session_R0466,1,2026-11-02T20:11:00,2026-11-02T20:42:00,M,50+,order_completed,0,1,ended
session_R0467,1,2026-01-28T12:54:00,2026-01-28T13:13:00,F,50+,order_completed,1,0,ended
session_R0468,1,2026-03-22T07:53:00,2026-03-22T08:20:00,M,30~39,order_completed,0,0,ended
session_R0469,1,2026-02-22T22:50:00,2026-02-22T23:37:00,F,50+,order_completed,0,0,ended
session_R0470,1,2026-07-31T07:27:00,2026-07-31T08:23:00,M,40~49,order_completed,0,1,ended
session_R0471,1,2026-06-29T18:51:00,2026-06-29T19:46:00,M,40~49,order_completed,1,0,ended
session_R0472,1,2026-08-30T12:58:00,2026-08-30T13:12:00,M,40~49,order_completed,0,0,ended
session_R0473,1,2026-11-30T18:37:00,2026-11-30T19:22:00,M,50+,order_completed,1,0,ended
session_R0474,1,2026-10-07T09:11:00,2026-10-07T09:18:00,F,20~29,order_completed,0,0,ended
session_R0475,1,2026-08-09T14:36:00,2026-08-09T14:48:00,M,30~39,order_completed,1,1,ended
session_R0476,1,2026-08-26T11:18:00,2026-08-26T12:13:00,F,20~29,order_completed,0,0,ended
session_R0477,1,2026-01-03T08:15:00,2026-01-03T08:47:00,M,50+,order_completed,0,0,ended
session_R0478,1,2026-03-24T12:27:00,2026-03-24T13:21:00,M,50+,order_completed,1,0,ended
session_R0479,1,2026-07-13T21:34:00,2026-07-13T21:40:00,F,50+,order_completed,0,0,ended
session_R0480,1,2026-06-04T13:51:00,2026-06-04T14:11:00,F,40~49,order_completed,1,0,ended
session_R0481,1,2026-09-26T08:42:00,2026-09-26T09:21:00,M,40~49,order_completed,0,1,ended
session_R0482,1,2026-10-22T18:20:00,2026-10-22T18:29:00,F,30~39,order_completed,0,0,ended
session_R0483,1,2026-09-19T18:16:00,2026-09-19T18:30:00,M,30~39,order_completed,1,0,ended
session_R0484,1,2026-05-10T10:51:00,2026-05-10T11:05:00,F,50+,order_completed,0,0,ended
session_R0485,1,2026-06-29T07:24:00,2026-06-29T08:17:00,F,30~39,order_completed,1,0,ended
session_R0486,1,2026-08-20T11:53:00,2026-08-20T12:35:00,M,30~39,order_completed,0,1,ended
session_R0487,1,2026-04-30T19:12:00,2026-04-30T19:57:00,M,50+,order_completed,0,0,ended
session_R0488,1,2026-06-20T20:23:00,2026-06-20T21:04:00,M,50+,order_completed,0,0,ended
session_R0489,1,2026-04-24T06:00:00,2026-04-24T06:08:00,M,50+,order_completed,0,0,ended
session_R0490,1,2026-05-22T09:56:00,2026-05-22T10:21:00,F,40~49,order_completed,0,1,ended
session_R0491,1,2026-06-18T14:18:00,2026-06-18T14:26:00,M,40~49,order_completed,0,0,ended
session_R0492,1,2026-11-02T22:37:00,2026-11-02T22:51:00,F,40~49,order_completed,1,0,ended
session_R0493,1,2026-05-15T14:18:00,2026-05-15T15:10:00,F,40~49,order_completed,0,0,ended
session_R0494,1,2026-04-08T18:28:00,2026-04-08T19:21:00,F,30~39,order_completed,0,0,ended
session_R0495,1,2026-09-19T09:50:00,2026-09-19T10:15:00,M,50+,order_completed,1,0,ended
session_R0496,1,2026-03-01T18:09:00,2026-03-01T18:25:00,M,30~39,order_completed,0,1,ended
session_R0497,1,2026-09-09T10:10:00,2026-09-09T11:03:00,M,30~39,order_completed,0,0,ended
session_R0498,1,2026-09-05T10:45:00,2026-09-05T11:07:00,M,50+,order_completed,0,0,ended
session_R0499,1,2026-03-28T18:25:00,2026-03-28T18:56:00,M,30~39,order_completed,1,0,ended
session_R0500,1,2026-08-28T10:56:00,2026-08-28T11:14:00,F,20~29,order_completed,0,0,ended
session_R0501,1,2026-07-09T22:43:00,2026-07-09T22:58:00,F,30~39,order_completed,0,0,ended
session_R0502,1,2026-06-28T14:09:00,2026-06-28T14:56:00,M,50+,order_completed,1,0,ended
session_R0503,1,2026-09-14T14:55:00,2026-09-14T15:11:00,M,40~49,order_completed,1,0,ended
session_R0504,1,2026-07-10T07:48:00,2026-07-10T08:06:00,M,50+,order_completed,0,0,ended
session_R0505,1,2026-08-17T07:59:00,2026-08-17T08:49:00,M,50+,order_completed,1,0,ended
session_R0506,1,2026-07-07T11:43:00,2026-07-07T12:09:00,F,40~49,order_completed,0,0,ended
session_R0507,1,2026-05-04T12:03:00,2026-05-04T12:25:00,F,30~39,order_completed,1,0,ended
session_R0508,1,2026-02-13T11:10:00,2026-02-13T12:03:00,M,50+,order_completed,0,0,ended
session_R0509,1,2026-05-20T20:54:00,2026-05-20T21:25:00,M,30~39,order_completed,0,0,ended
session_R0510,1,2026-04-18T09:29:00,2026-04-18T10:26:00,F,20~29,order_completed,0,0,ended
session_R0511,1,2026-06-04T15:20:00,2026-06-04T16:05:00,M,30~39,order_completed,1,0,ended
session_R0512,1,2026-10-03T13:24:00,2026-10-03T14:03:00,F,50+,order_completed,0,0,ended
session_R0513,1,2026-10-14T10:21:00,2026-10-14T10:34:00,M,50+,order_completed,0,0,ended
session_R0514,1,2026-03-23T12:44:00,2026-03-23T13:29:00,F,50+,order_completed,1,0,ended
session_R0515,1,2026-09-22T12:11:00,2026-09-22T12:58:00,F,50+,order_completed,0,0,ended
session_R0516,1,2026-08-01T12:25:00,2026-08-01T13:14:00,F,50+,order_completed,0,0,ended
session_R0517,1,2026-12-18T16:33:00,2026-12-18T17:09:00,M,40~49,order_completed,1,0,ended
session_R0518,1,2026-10-23T07:30:00,2026-10-23T08:06:00,M,20~29,order_completed,0,1,ended
session_R0519,1,2026-08-06T13:24:00,2026-08-06T13:42:00,F,50+,order_completed,0,0,ended
session_R0520,1,2026-01-09T15:20:00,2026-01-09T16:11:00,F,30~39,order_completed,0,0,ended
session_R0521,1,2026-06-02T10:41:00,2026-06-02T11:18:00,M,50+,order_completed,0,0,ended
session_R0522,1,2026-11-11T20:30:00,2026-11-11T20:57:00,F,40~49,order_completed,0,0,ended
session_R0523,1,2026-01-04T13:07:00,2026-01-04T13:36:00,M,40~49,order_completed,0,0,ended
session_R0524,1,2026-07-05T11:43:00,2026-07-05T12:07:00,F,20~29,order_completed,0,0,ended
session_R0525,1,2026-04-16T11:24:00,2026-04-16T11:45:00,F,20~29,order_completed,1,0,ended
session_R0526,1,2026-03-12T11:01:00,2026-03-12T11:21:00,M,50+,order_completed,0,0,ended
session_R0527,1,2026-02-14T17:43:00,2026-02-14T18:02:00,F,20~29,order_completed,0,0,ended
session_R0528,1,2026-10-24T08:35:00,2026-10-24T09:26:00,F,50+,order_completed,1,0,ended
session_R0529,1,2026-07-25T06:53:00,2026-07-25T07:45:00,F,50+,order_completed,1,0,ended
session_R0530,1,2026-04-06T18:10:00,2026-04-06T19:07:00,F,40~49,order_completed,0,0,ended
session_R0531,1,2026-02-13T18:42:00,2026-02-13T19:14:00,F,40~49,order_completed,0,0,ended
session_R0532,1,2026-09-05T22:44:00,2026-09-05T22:54:00,M,50+,order_completed,1,0,ended
session_R0533,1,2026-10-08T14:24:00,2026-10-08T15:20:00,M,20~29,order_completed,0,0,ended
session_R0534,1,2026-05-25T13:08:00,2026-05-25T13:39:00,M,50+,order_completed,1,0,ended
session_R0535,1,2026-10-15T16:16:00,2026-10-15T16:47:00,F,20~29,order_completed,1,0,ended
session_R0536,1,2026-04-29T21:52:00,2026-04-29T22:10:00,F,50+,order_completed,0,0,ended
session_R0537,1,2026-02-09T21:19:00,2026-02-09T21:24:00,M,50+,order_completed,0,0,ended
