id,session_id,created_at,preferred_category,recommendation_type,recommended_menu_id,was_clicked,led_to_order
2174,10879,2025-10-12 17:25:00,tea,suggest,28,1,0
2175,10881,2025-06-04 20:51:00,coldbrew,suggest,7,0,0
2176,10881,2025-06-04 20:51:00,tea,suggest,16,0,0
2177,10883,2025-09-03 14:59:00,tea,suggest,31,0,0
2178,10897,2025-03-19 21:50:00,smoothie,situation,32,0,0
2179,10897,2025-03-19 21:50:00,latte,situation,4,0,0
2180,10899,2025-04-07 17:00:00,tea,situation,16,1,0
2181,10910,2025-04-02 18:05:00,non-coffee,situation,14,1,0
2182,10910,2025-04-02 18:05:00,ade,situation,24,0,0
2183,10913,2025-09-07 16:26:00,tea,situation,17,0,0
2184,10914,2025-04-12 17:37:00,tea,situation,16,1,0
2185,10914,2025-04-12 17:37:00,tea,suggest,29,0,0
2186,10919,2025-10-11 18:41:00,tea,situation,30,1,1
2187,10919,2025-10-11 18:41:00,latte,situation,10,1,0
2188,10922,2025-01-18 09:28:00,ade,suggest,24,1,1
2189,10925,2025-04-29 14:29:00,frappe,situation,12,0,0
2190,10938,2025-02-16 14:30:00,smoothie,situation,32,1,0
2191,10954,2025-05-16 18:40:00,americano,situation,3,1,0
2192,10965,2025-03-17 09:26:00,coldbrew,situation,7,0,0
2193,10965,2025-03-17 09:26:00,juice,suggest,22,1,1
2194,10968,2025-05-13 13:11:00,frappe,situation,25,0,0
2195,10968,2025-05-13 13:11:00,tea,situation,27,0,0
2196,10985,2025-03-28 16:45:00,juice,situation,22,1,1
2197,10985,2025-03-28 16:45:00,juice,suggest,22,1,1
2198,10995,2025-06-18 08:49:00,tea,suggest,17,1,1
2199,11004,2025-06-09 16:30:00,coldbrew,suggest,8,1,0
2200,11004,2025-06-09 16:30:00,coldbrew,situation,7,1,1
2201,11012,2025-09-07 16:44:00,smoothie,suggest,32,0,0
2202,11012,2025-09-07 16:44:00,coldbrew,situation,7,1,1
2203,11015,2025-11-13 20:43:00,espresso,situation,1,0,0
2204,11015,2025-11-13 20:43:00,smoothie,situation,20,1,1
2205,11019,2025-04-06 14:09:00,cappuccino,situation,6,1,0
2206,11025,2025-06-20 19:34:00,espresso,situation,1,0,0
2207,11036,2025-03-03 07:53:00,tea,situation,30,1,1
2208,11038,2025-12-22 17:23:00,tea,situation,31,0,0
2209,11039,2025-09-30 21:46:00,americano,situation,2,0,0
2210,11041,2025-11-01 15:47:00,tea,situation,30,0,0
2211,11045,2025-09-04 17:49:00,frappe,situation,13,1,0
2212,11068,2025-09-28 09:00:00,latte,situation,11,0,0
2213,11071,2025-05-03 18:08:00,latte,situation,5,0,0
2214,11074,2025-10-31 11:29:00,coldbrew,suggest,8,0,0
2215,11078,2025-08-28 09:26:00,americano,situation,2,1,1
2216,11083,2025-06-05 13:15:00,coldbrew,situation,8,0,0
2217,11091,2025-04-21 16:43:00,latte,situation,10,1,1
2218,11108,2025-02-22 15:12:00,tea,situation,16,1,1
2219,11112,2025-12-25 15:38:00,frappe,situation,25,1,0
2220,11112,2025-12-25 15:38:00,tea,situation,27,0,0
2221,11118,2025-06-01 12:48:00,ade,suggest,18,1,0
2222,11127,2025-04-16 17:42:00,latte,situation,11,1,1
2223,11132,2025-04-06 09:16:00,tea,suggest,28,0,0
2224,11139,2025-08-04 13:42:00,latte,suggest,11,1,1
2225,11148,2025-11-08 07:19:00,latte,suggest,11,0,0
2226,11148,2025-11-08 07:19:00,tea,suggest,28,0,0
2227,11152,2025-03-22 17:55:00,tea,suggest,15,1,0
2228,11157,2025-05-23 16:12:00,frappe,situation,13,1,0
2229,11157,2025-05-23 16:12:00,non-coffee,situation,14,1,0
2230,11165,2025-08-21 12:20:00,tea,situation,27,1,1
2231,11165,2025-08-21 12:20:00,americano,situation,3,1,1
2232,11166,2025-03-15 08:00:00,coldbrew,suggest,7,1,0
2233,11167,2025-11-11 09:32:00,frappe,situation,13,0,0
2234,11169,2025-07-07 08:14:00,tea,situation,31,0,0
2235,11184,2025-12-09 15:52:00,tea,situation,17,1,1
2236,11186,2025-04-05 09:57:00,tea,suggest,27,1,0
2237,11188,2025-10-29 19:30:00,ade,situation,19,1,1
2238,11189,2025-05-15 16:12:00,latte,situation,4,1,0
2239,11195,2025-04-12 15:42:00,ade,situation,18,0,0
2240,11195,2025-04-12 15:42:00,smoothie,situation,32,1,1
2241,11199,2025-01-20 11:10:00,espresso,situation,1,0,0
2242,11208,2025-06-20 18:34:00,americano,suggest,2,1,1
2243,11208,2025-06-20 18:34:00,coldbrew,suggest,7,1,0
2244,11212,2025-05-24 18:18:00,juice,situation,22,1,0
2245,11220,2025-10-12 09:44:00,coldbrew,situation,7,1,1
2246,11224,2025-10-07 09:47:00,americano,suggest,2,1,1
2247,11231,2025-04-21 20:21:00,frappe,situation,25,1,0
2248,11236,2025-01-25 12:21:00,smoothie,suggest,21,1,1
2249,11236,2025-01-25 12:21:00,tea,suggest,28,1,0
2250,11238,2025-01-14 17:52:00,tea,suggest,29,1,1
2251,11238,2025-01-14 17:52:00,ade,situation,19,0,0
2252,11244,2025-02-26 14:30:00,smoothie,suggest,32,0,0
2253,11244,2025-02-26 14:30:00,smoothie,suggest,21,1,1
2254,11273,2025-09-14 16:35:00,smoothie,suggest,20,1,1
2255,11278,2025-04-27 16:53:00,non-coffee,suggest,14,0,0
2256,11283,2025-09-25 13:55:00,coldbrew,suggest,8,1,1
2257,11289,2025-11-01 16:26:00,latte,situation,11,1,1
2258,11289,2025-11-01 16:26:00,smoothie,suggest,21,1,0
2259,11297,2025-01-23 15:53:00,coldbrew,situation,8,1,0
2260,11311,2025-09-11 15:22:00,ade,situation,19,1,1
2261,11314,2025-01-21 19:51:00,tea,situation,16,0,0
2262,11314,2025-01-21 19:51:00,tea,suggest,15,0,0
2263,11315,2025-07-08 15:59:00,americano,situation,3,1,1
2264,11319,2025-07-07 16:35:00,tea,suggest,17,0,0
2265,11325,2025-07-25 09:33:00,americano,situation,3,0,0
2266,11325,2025-07-25 09:33:00,latte,situation,4,1,0
2267,11331,2025-08-11 20:02:00,cappuccino,situation,6,1,1
2268,11333,2025-01-29 16:00:00,tea,suggest,16,0,0
2269,11334,2025-04-15 07:29:00,tea,situation,16,1,1
2270,11353,2025-09-18 19:43:00,tea,situation,31,0,0
2271,11355,2025-10-24 14:48:00,coldbrew,situation,8,1,1
2272,11355,2025-10-24 14:48:00,tea,situation,29,1,0
2273,11356,2025-09-25 08:36:00,tea,suggest,31,0,0
2274,11372,2025-04-05 18:17:00,latte,suggest,4,0,0
2275,11377,2025-04-04 21:18:00,tea,situation,15,1,1
2276,11377,2025-04-04 21:18:00,tea,suggest,27,1,1
2277,11381,2025-08-07 13:15:00,frappe,situation,25,1,1
2278,11381,2025-08-07 13:15:00,espresso,suggest,1,0,0
2279,11386,2025-10-12 15:53:00,drip,suggest,9,0,0
2280,11386,2025-10-12 15:53:00,cappuccino,situation,6,1,1
2281,11400,2025-12-24 08:56:00,tea,situation,28,1,1
2282,11405,2025-07-11 16:03:00,drip,situation,9,1,0
2283,11415,2025-01-24 20:45:00,tea,situation,15,0,0
2284,11418,2025-05-23 08:20:00,tea,situation,28,1,0
2285,11421,2025-07-09 13:03:00,latte,suggest,5,0,0
2286,11423,2025-10-18 11:46:00,cappuccino,situation,6,1,0
2287,11447,2025-08-26 13:42:00,frappe,situation,26,0,0
2288,11454,2025-08-22 17:46:00,americano,situation,3,0,0
2289,11456,2025-03-20 16:29:00,smoothie,situation,32,1,0
2290,11464,2025-02-05 14:36:00,ade,suggest,18,0,0
2291,11469,2025-07-13 15:59:00,juice,situation,22,1,1
2292,11489,2025-02-06 14:35:00,frappe,situation,13,0,0
2293,11496,2025-08-19 07:16:00,frappe,situation,13,1,1
2294,11499,2025-06-14 14:03:00,americano,situation,2,1,0
2295,11513,2025-08-18 08:19:00,non-coffee,situation,14,1,0
2296,11516,2025-11-06 15:00:00,tea,suggest,15,1,1
2297,11525,2025-02-11 18:39:00,ade,situation,19,0,0
2298,11531,2025-11-12 16:17:00,latte,situation,10,1,1
2299,11532,2025-04-24 15:49:00,tea,situation,27,0,0
2300,11539,2025-03-29 12:57:00,tea,situation,16,0,0
2301,11539,2025-03-29 12:57:00,latte,situation,4,1,1
2302,11546,2025-02-02 14:01:00,frappe,suggest,13,1,1
2303,11549,2025-02-07 12:36:00,frappe,situation,26,1,1
2304,11549,2025-02-07 12:36:00,coldbrew,situation,7,1,1
2305,11564,2025-08-21 08:19:00,tea,situation,30,1,1
2306,11566,2025-04-06 15:43:00,smoothie,suggest,21,1,0
2307,11567,2025-04-16 14:18:00,tea,situation,15,0,0
2308,11570,2025-01-29 08:39:00,coldbrew,situation,8,0,0
2309,11574,2025-12-03 11:16:00,smoothie,situation,32,1,0
2310,11596,2025-06-26 08:43:00,ade,suggest,24,1,0
2311,11596,2025-06-26 08:43:00,americano,situation,2,1,0
2312,11606,2025-01-09 12:45:00,ade,situation,19,0,0
2313,11613,2025-11-20 15:10:00,ade,situation,24,1,1
2314,11613,2025-11-20 15:10:00,tea,situation,27,0,0
2315,11626,2025-08-04 13:12:00,tea,situation,29,1,1
2316,11629,2025-02-22 09:17:00,cappuccino,situation,6,1,1
2317,11629,2025-02-22 09:17:00,ade,situation,18,1,1
2318,11649,2025-10-03 11:55:00,frappe,situation,25,1,0
2319,11670,2025-01-02 09:35:00,frappe,situation,26,1,1
2320,11674,2025-08-05 20:50:00,tea,situation,27,0,0
2321,11680,2025-08-20 20:26:00,tea,situation,30,1,1
2322,11680,2025-08-20 20:26:00,ade,situation,24,1,1
2323,11682,2025-09-30 14:45:00,cappuccino,suggest,6,1,0
2324,11688,2025-04-17 13:14:00,tea,situation,31,1,1
2325,11688,2025-04-17 13:14:00,latte,suggest,4,1,1
2326,11689,2025-09-15 13:01:00,tea,situation,27,0,0
2327,11691,2025-05-01 08:03:00,ade,situation,24,1,0
2328,11695,2025-05-05 12:43:00,ade,situation,24,1,1
2329,11704,2025-07-23 17:11:00,cappuccino,suggest,6,0,0
2330,11704,2025-07-23 17:11:00,ade,situation,18,1,0
2331,11705,2025-03-06 13:23:00,frappe,suggest,12,0,0
2332,11705,2025-03-06 13:23:00,tea,situation,30,0,0
2333,11708,2025-05-03 19:10:00,tea,situation,30,1,1
2334,11708,2025-05-03 19:10:00,coldbrew,situation,8,1,0
2335,11710,2025-03-01 19:59:00,smoothie,situation,32,1,0
2336,11721,2025-04-23 09:26:00,coldbrew,situation,7,0,0
2337,11737,2025-10-16 09:02:00,latte,situation,4,0,0
2338,11741,2025-06-29 18:40:00,ade,situation,19,0,0
2339,11743,2025-08-07 09:30:00,tea,situation,29,1,0
2340,11746,2025-01-28 16:14:00,ade,situation,19,1,1
2341,11761,2025-06-16 08:56:00,coldbrew,situation,7,1,1
2342,11762,2025-06-18 17:55:00,coldbrew,situation,8,0,0
2343,11764,2025-03-15 09:03:00,tea,situation,30,0,0
2344,11768,2025-08-11 09:49:00,coldbrew,situation,7,1,1
2345,11786,2025-04-23 12:07:00,ade,suggest,18,1,0
2346,11786,2025-04-23 12:07:00,latte,situation,4,0,0
2347,11809,2025-08-05 13:03:00,cappuccino,situation,6,1,0
2348,11812,2025-05-16 14:39:00,frappe,situation,26,0,0
2349,11817,2025-01-11 16:46:00,ade,suggest,24,1,0
2350,11819,2025-03-23 16:17:00,tea,situation,15,1,0
2351,11822,2025-04-07 11:09:00,smoothie,situation,20,1,0
2352,11825,2025-12-04 08:46:00,coldbrew,situation,7,1,1
2353,11832,2025-05-08 11:31:00,ade,situation,24,1,1
2354,11837,2025-09-12 16:08:00,coldbrew,situation,8,0,0
2355,11848,2025-10-22 11:07:00,smoothie,situation,32,1,1
2356,11848,2025-10-22 11:07:00,frappe,situation,26,1,0
2357,11850,2025-04-16 12:15:00,latte,situation,5,0,0
2358,11850,2025-04-16 12:15:00,frappe,situation,25,1,1
2359,11890,2025-02-19 12:59:00,frappe,situation,13,0,0
2360,11897,2025-05-09 09:18:00,latte,suggest,10,0,0
2361,11897,2025-05-09 09:18:00,tea,suggest,28,1,1
2362,11907,2025-04-21 07:12:00,tea,suggest,30,1,0
2363,11910,2025-05-28 20:50:00,tea,situation,31,0,0
2364,11911,2025-12-09 15:14:00,juice,situation,22,1,0
2365,11922,2025-06-16 09:50:00,coldbrew,situation,7,1,1
2366,11922,2025-06-16 09:50:00,tea,suggest,30,1,1
2367,11929,2025-02-14 20:46:00,drip,suggest,9,0,0
2368,11934,2025-12-20 20:03:00,smoothie,situation,32,1,1
2369,11940,2025-12-20 16:27:00,latte,situation,10,0,0
2370,11940,2025-12-20 16:27:00,coldbrew,situation,7,1,0
2371,11943,2025-05-30 18:02:00,tea,situation,27,1,1
2372,11950,2025-05-09 08:36:00,tea,situation,17,0,0
2373,11950,2025-05-09 08:36:00,tea,situation,16,0,0
2374,11951,2025-08-09 16:06:00,frappe,situation,26,1,1
2375,11961,2025-02-23 15:46:00,tea,suggest,15,1,1
2376,11972,2025-05-12 18:55:00,frappe,situation,25,0,0
2377,11974,2025-08-16 16:38:00,smoothie,suggest,21,1,1
2378,11974,2025-08-16 16:38:00,ade,situation,18,1,1
2379,11975,2025-12-28 16:21:00,smoothie,situation,21,1,0
2380,11975,2025-12-28 16:21:00,frappe,situation,12,0,0
2381,11996,2025-10-15 12:44:00,drip,suggest,9,0,0
2382,12006,2025-02-26 20:35:00,latte,situation,4,1,0
2383,12006,2025-02-26 20:35:00,smoothie,situation,20,1,1
2384,12012,2025-08-03 09:35:00,latte,situation,4,0,0
2385,12012,2025-08-03 09:35:00,latte,suggest,10,0,0
2386,12016,2025-08-02 19:58:00,frappe,situation,25,1,0
2387,12017,2025-02-18 08:57:00,frappe,situation,13,0,0
2388,12032,2025-08-06 09:15:00,drip,situation,9,1,1
2389,12032,2025-08-06 09:15:00,coldbrew,situation,8,1,1
2390,12038,2025-10-08 19:05:00,latte,situation,10,1,1
2391,12050,2025-05-11 17:17:00,smoothie,suggest,21,0,0
2392,12051,2025-01-12 11:06:00,tea,suggest,16,1,0
2393,12053,2025-07-22 08:32:00,espresso,suggest,1,0,0
2394,12055,2025-04-03 16:10:00,ade,situation,18,1,1
2395,12059,2025-08-15 11:35:00,tea,situation,15,1,1
2396,12063,2025-01-30 18:46:00,smoothie,situation,21,1,0
2397,12063,2025-01-30 18:46:00,tea,situation,30,1,1
2398,12064,2025-03-24 08:09:00,espresso,situation,1,0,0
2399,12067,2025-02-16 09:48:00,tea,situation,29,1,1
2400,12067,2025-02-16 09:48:00,smoothie,situation,20,0,0
2401,12069,2025-07-28 07:47:00,coldbrew,situation,7,1,1
2402,12074,2025-03-20 15:23:00,americano,situation,3,1,1
2403,12074,2025-03-20 15:23:00,smoothie,situation,21,1,0
2404,12076,2025-02-08 11:00:00,drip,situation,9,1,0
2405,12083,2025-02-25 15:39:00,frappe,suggest,26,0,0
2406,12095,2025-11-22 16:56:00,tea,situation,16,1,0
2407,12100,2025-01-09 18:19:00,tea,situation,28,0,0
2408,12103,2025-10-14 18:17:00,drip,situation,9,1,1
2409,12103,2025-10-14 18:17:00,smoothie,situation,20,1,1
2410,12110,2025-10-24 12:45:00,drip,situation,9,0,0
2411,12125,2025-10-03 09:30:00,latte,situation,5,0,0
2412,12134,2025-09-13 15:16:00,ade,situation,24,0,0
2413,12135,2025-03-16 15:52:00,juice,situation,22,1,1
2414,12135,2025-03-16 15:52:00,frappe,suggest,13,0,0
2415,12136,2025-08-07 13:06:00,non-coffee,suggest,14,0,0
2416,12149,2025-08-10 15:34:00,ade,situation,18,1,1
2417,12150,2025-07-27 16:57:00,juice,suggest,22,1,1
2418,12156,2025-10-27 16:14:00,smoothie,situation,21,0,0
2419,12168,2025-05-12 13:07:00,tea,situation,30,0,0
2420,12176,2025-07-09 07:45:00,tea,situation,15,1,0
2421,12179,2025-02-25 09:06:00,latte,suggest,11,1,1
2422,12179,2025-02-25 09:06:00,latte,situation,5,1,1
2423,12181,2025-05-26 14:40:00,frappe,situation,12,1,1
2424,12181,2025-05-26 14:40:00,tea,situation,27,1,0
2425,12190,2025-11-05 22:06:00,latte,situation,23,0,0
2426,12198,2025-12-08 09:06:00,latte,situation,11,1,0
2427,12199,2025-12-08 13:58:00,tea,situation,15,1,0
2428,12202,2025-09-23 08:39:00,latte,suggest,11,0,0
2429,12204,2025-12-04 14:40:00,smoothie,situation,21,1,1
2430,12204,2025-12-04 14:40:00,tea,situation,28,1,0
2431,12206,2025-12-07 15:48:00,frappe,situation,26,1,1
2432,12213,2025-01-08 13:09:00,juice,situation,22,1,1
2433,12216,2025-07-10 08:05:00,americano,situation,3,1,0
2434,12219,2025-12-31 17:17:00,frappe,situation,26,0,0
2435,12219,2025-12-31 17:17:00,frappe,suggest,12,0,0
2436,12226,2025-09-17 12:02:00,ade,situation,24,1,0
2437,12241,2025-02-08 18:36:00,latte,situation,11,0,0
2438,12243,2025-12-31 12:56:00,coldbrew,suggest,7,0,0
2439,12254,2025-11-04 18:03:00,latte,situation,4,0,0
2440,12254,2025-11-04 18:03:00,non-coffee,situation,14,1,0
2441,12256,2025-06-01 12:45:00,tea,suggest,27,0,0
2442,12259,2025-04-01 18:26:00,ade,situation,24,1,0
2443,12267,2025-03-15 16:33:00,smoothie,situation,32,0,0
2444,12289,2025-07-24 08:16:00,americano,suggest,3,1,1
2445,12302,2025-11-15 20:25:00,frappe,suggest,13,0,0
2446,12316,2025-02-07 12:58:00,coldbrew,suggest,8,1,1
2447,12316,2025-02-07 12:58:00,coldbrew,suggest,8,1,0
2448,12322,2025-05-13 17:08:00,smoothie,suggest,32,1,1
2449,12326,2025-06-22 12:46:00,frappe,suggest,13,0,0
2450,12332,2025-04-15 21:36:00,coldbrew,situation,8,1,1
2451,12335,2025-01-11 09:14:00,latte,situation,11,1,0
2452,12337,2025-12-10 16:43:00,cappuccino,situation,6,0,0
2453,12340,2025-12-05 15:31:00,latte,situation,11,1,1
2454,12340,2025-12-05 15:31:00,frappe,suggest,12,1,1
2455,12345,2025-12-24 16:09:00,ade,situation,24,1,0
2456,12350,2025-07-06 15:48:00,tea,suggest,28,0,0
2457,12351,2025-03-01 21:48:00,smoothie,situation,21,0,0
2458,12355,2025-08-13 16:20:00,frappe,situation,13,1,1
2459,12355,2025-08-13 16:20:00,ade,situation,19,1,1
2460,12358,2025-08-28 19:00:00,americano,situation,3,1,1
2461,12364,2025-12-23 19:00:00,tea,situation,15,1,1
2462,12364,2025-12-23 19:00:00,tea,situation,16,1,1
2463,12371,2025-12-24 22:52:00,frappe,situation,13,1,0
2464,12380,2025-07-27 17:28:00,tea,situation,28,0,0
2465,12380,2025-07-27 17:28:00,americano,situation,3,1,0
2466,12382,2025-07-17 08:08:00,tea,suggest,17,1,0
2467,12382,2025-07-17 08:08:00,smoothie,situation,21,1,1
2468,12394,2025-08-21 15:56:00,tea,suggest,15,0,0
2469,12394,2025-08-21 15:56:00,tea,situation,29,0,0
2470,12401,2025-07-31 13:10:00,cappuccino,situation,6,1,1
2471,12411,2025-12-29 20:07:00,tea,situation,17,1,1
2472,12439,2025-01-22 08:54:00,tea,suggest,30,1,1
2473,12444,2025-05-02 20:24:00,tea,situation,16,1,0
2474,12447,2025-09-06 15:40:00,latte,situation,4,0,0
2475,12449,2025-08-01 20:56:00,coldbrew,situation,7,1,1
2476,12457,2025-05-01 16:38:00,espresso,situation,1,0,0
2477,12458,2025-10-29 08:56:00,tea,situation,16,0,0
2478,12458,2025-10-29 08:56:00,latte,suggest,4,1,1
2479,12465,2025-11-15 11:05:00,latte,situation,23,0,0
2480,12465,2025-11-15 11:05:00,frappe,suggest,13,1,1
2481,12468,2025-03-30 15:35:00,tea,situation,30,1,1
2482,12468,2025-03-30 15:35:00,americano,suggest,3,0,0
2483,12469,2025-09-22 16:27:00,latte,situation,10,1,1
2484,12472,2025-10-01 19:27:00,non-coffee,situation,14,0,0
2485,12472,2025-10-01 19:27:00,drip,situation,9,1,0
2486,12480,2025-01-29 09:37:00,cappuccino,suggest,6,0,0
2487,12480,2025-01-29 09:37:00,americano,suggest,2,0,0
2488,12483,2025-07-13 16:10:00,non-coffee,situation,14,1,1
2489,12497,2025-06-30 13:13:00,smoothie,situation,20,0,0
2490,12499,2025-06-09 17:57:00,americano,situation,2,0,0
2491,12501,2025-07-05 19:09:00,tea,situation,30,1,1
2492,12514,2025-04-27 15:01:00,latte,suggest,5,1,1
2493,12514,2025-04-27 15:01:00,frappe,situation,25,1,1
2494,12521,2025-05-20 07:05:00,americano,suggest,3,0,0
2495,12529,2025-10-04 08:43:00,cappuccino,situation,6,1,0
2496,12529,2025-10-04 08:43:00,frappe,situation,13,1,0
2497,12535,2025-10-05 14:38:00,latte,situation,11,0,0
2498,12537,2025-12-28 14:59:00,tea,situation,27,1,1
2499,12554,2025-09-06 07:45:00,tea,situation,28,0,0
2500,12564,2025-11-28 11:51:00,tea,situation,15,0,0
2501,12569,2025-03-12 12:43:00,tea,situation,30,1,1
2502,12574,2025-06-24 17:34:00,tea,situation,17,1,1
2503,12581,2025-05-01 18:39:00,latte,situation,5,1,0
2504,12588,2025-06-11 15:16:00,cappuccino,situation,6,0,0
2505,12590,2025-01-29 14:29:00,latte,situation,23,1,1
2506,12592,2025-01-20 18:40:00,tea,situation,28,1,1
2507,12592,2025-01-20 18:40:00,americano,situation,3,0,0
2508,12593,2025-11-08 09:48:00,frappe,suggest,12,0,0
2509,12608,2025-09-18 18:37:00,frappe,situation,13,1,0
2510,12608,2025-09-18 18:37:00,tea,suggest,17,1,1
2511,12631,2025-11-30 14:24:00,ade,situation,19,1,1
2512,12631,2025-11-30 14:24:00,espresso,suggest,1,0,0
2513,12635,2025-08-18 08:29:00,americano,suggest,3,1,0
2514,12670,2025-01-26 08:02:00,non-coffee,situation,14,0,0
2515,12678,2025-12-30 14:35:00,tea,situation,16,1,1
2516,12685,2025-03-24 07:53:00,tea,suggest,27,1,0
2517,12685,2025-03-24 07:53:00,smoothie,situation,21,1,0
2518,12688,2025-07-21 09:16:00,americano,suggest,3,0,0
2519,12695,2025-01-08 19:57:00,tea,situation,15,1,0
2520,12695,2025-01-08 19:57:00,tea,situation,31,0,0
2521,12698,2025-11-21 16:42:00,smoothie,situation,21,1,1
2522,12699,2025-07-30 22:14:00,tea,situation,28,1,1
2523,12700,2025-12-13 09:14:00,latte,situation,23,0,0
2524,12700,2025-12-13 09:14:00,americano,situation,3,0,0
2525,12716,2025-09-12 18:11:00,tea,situation,29,0,0
2526,12716,2025-09-12 18:11:00,latte,situation,11,1,1
2527,12718,2025-02-05 12:08:00,tea,situation,17,0,0
2528,12720,2025-06-25 18:20:00,tea,suggest,28,1,1
2529,12720,2025-06-25 18:20:00,frappe,situation,25,1,1
2530,12725,2025-05-22 19:09:00,frappe,situation,12,1,1
2531,12737,2025-06-28 18:56:00,tea,situation,31,0,0
2532,12745,2025-06-30 20:35:00,smoothie,situation,20,1,1
2533,12746,2025-10-21 14:23:00,ade,suggest,24,0,0
2534,12747,2025-04-20 14:28:00,coldbrew,suggest,7,1,0
2535,12747,2025-04-20 14:28:00,tea,situation,27,1,0
2536,12749,2025-05-14 16:37:00,tea,situation,29,0,0
2537,12749,2025-05-14 16:37:00,smoothie,situation,32,0,0
2538,12750,2025-07-29 11:31:00,tea,situation,27,0,0
2539,12752,2025-10-09 11:33:00,tea,situation,27,0,0
2540,12753,2025-04-18 08:39:00,americano,situation,2,1,0
2541,12761,2025-04-28 14:23:00,frappe,situation,13,0,0
2542,12766,2025-09-25 15:52:00,frappe,situation,13,1,0
2543,12766,2025-09-25 15:52:00,frappe,situation,12,0,0
2544,12776,2025-11-20 14:25:00,tea,suggest,16,1,1
2545,12781,2025-06-27 16:45:00,juice,situation,22,1,0
2546,12796,2025-10-02 11:40:00,tea,suggest,17,0,0
2547,12797,2025-12-01 14:43:00,ade,situation,18,1,1
2548,12802,2025-02-16 09:09:00,tea,situation,16,0,0
2549,12802,2025-02-16 09:09:00,americano,situation,2,0,0
2550,12803,2025-11-06 13:49:00,tea,suggest,28,0,0
2551,12803,2025-11-06 13:49:00,ade,situation,19,0,0
2552,12821,2025-10-18 16:27:00,tea,situation,28,0,0
2553,12821,2025-10-18 16:27:00,latte,suggest,11,1,1
2554,12822,2025-10-02 12:16:00,latte,suggest,4,0,0
2555,12825,2025-10-12 12:19:00,smoothie,situation,20,0,0
2556,12825,2025-10-12 12:19:00,cappuccino,situation,6,1,0
2557,12827,2025-01-21 18:47:00,ade,situation,24,0,0
2558,12827,2025-01-21 18:47:00,frappe,suggest,12,0,0
2559,12841,2025-05-18 13:40:00,tea,situation,16,1,1
2560,12841,2025-05-18 13:40:00,americano,suggest,3,1,1
2561,12842,2025-04-03 17:16:00,smoothie,suggest,32,1,0
2562,12845,2025-01-26 16:22:00,coldbrew,situation,7,0,0
2563,12845,2025-01-26 16:22:00,tea,situation,28,0,0
2564,12851,2025-05-22 09:39:00,frappe,situation,25,0,0
2565,12851,2025-05-22 09:39:00,tea,situation,27,0,0
2566,12858,2025-01-02 15:26:00,tea,situation,28,0,0
2567,12858,2025-01-02 15:26:00,latte,situation,5,0,0
2568,12859,2025-10-17 21:52:00,latte,suggest,23,1,1
2569,12859,2025-10-17 21:52:00,tea,suggest,27,1,1
2570,12863,2025-07-05 22:39:00,frappe,situation,12,1,0
2571,12876,2025-10-09 15:03:00,smoothie,situation,21,1,1
2572,12876,2025-10-09 15:03:00,frappe,suggest,25,1,1
2573,12878,2025-01-19 12:42:00,frappe,situation,12,0,0
2574,12889,2025-06-21 15:19:00,smoothie,suggest,20,1,1
2575,12892,2025-05-07 11:45:00,ade,situation,18,0,0
2576,12896,2025-04-10 07:04:00,tea,situation,15,1,1
2577,12901,2025-05-19 13:40:00,tea,suggest,16,0,0
2578,12901,2025-05-19 13:40:00,coldbrew,suggest,8,0,0
2579,12908,2025-04-14 17:09:00,latte,situation,4,0,0
2580,12968,2025-12-14 16:54:00,tea,situation,16,0,0
2581,12972,2025-06-17 14:14:00,latte,situation,23,0,0
2582,12972,2025-06-17 14:14:00,smoothie,suggest,20,1,0
2583,12978,2025-03-17 16:35:00,smoothie,situation,32,1,0
2584,12990,2025-02-04 17:24:00,ade,situation,18,1,0
2585,12990,2025-02-04 17:24:00,ade,suggest,18,1,0
2586,12994,2025-05-09 09:47:00,coldbrew,situation,7,0,0
2587,13001,2025-06-16 13:24:00,americano,suggest,3,0,0
2588,13001,2025-06-16 13:24:00,americano,situation,2,1,1
2589,13003,2025-08-12 13:05:00,latte,situation,23,1,1
2590,13003,2025-08-12 13:05:00,espresso,suggest,1,1,1
2591,13016,2025-11-25 09:59:00,americano,suggest,3,0,0
2592,13019,2025-06-05 15:05:00,latte,situation,5,0,0
2593,13020,2025-08-10 16:58:00,tea,suggest,30,0,0
2594,13028,2025-03-20 09:45:00,tea,suggest,30,0,0
2595,13031,2025-01-21 13:45:00,ade,situation,24,1,0
2596,13031,2025-01-21 13:45:00,ade,situation,24,1,1
2597,13038,2025-12-03 11:19:00,tea,situation,27,1,1
2598,13049,2025-10-14 12:48:00,tea,situation,29,1,1
2599,13058,2025-04-06 12:39:00,frappe,situation,25,0,0
2600,13063,2025-03-20 18:19:00,americano,situation,2,1,1
2601,13071,2025-09-30 15:40:00,tea,situation,16,0,0
2602,13071,2025-09-30 15:40:00,americano,situation,3,1,0
2603,13074,2025-08-03 12:09:00,americano,situation,2,1,1
2604,13074,2025-08-03 12:09:00,latte,situation,23,1,1
2605,13079,2025-07-07 17:44:00,latte,suggest,23,1,1
2606,13081,2025-04-04 20:28:00,drip,situation,9,1,1
2607,13082,2025-02-11 14:24:00,frappe,situation,13,1,0
2608,13083,2025-05-10 16:20:00,cappuccino,situation,6,1,0
